date	author	section	price	sold
1756-01-11	Molière (Jean-Baptiste Poquelin dit)	parterre	1	582
1756-01-11	Racine (Jean)	parterre	1	582
1756-01-12	Voltaire (François-Marie Arouet dit)	parterre	1	393
1756-01-12	La Fontaine (Jean de)	parterre	1	393
1756-01-14	Boursault (Edme)	parterre	1	503
1756-01-14	Molière (Jean-Baptiste Poquelin dit)	parterre	1	503
1756-01-16	Regnard (Jean-François)	parterre	1	420
1756-01-16	Legrand (Marc-Antoine)	parterre	1	420
1756-01-17	Châteaubrun (Jean-Baptiste Vivien de)	parterre	1	589
1756-01-17	Racine (Jean)	parterre	1	589
1756-01-18	Gresset (Jean-Baptiste-Louis)	parterre	1	546
1756-01-18	La Tuillerie (Jean-François Juvenon, sieur de La Tuillerie, dit)	parterre	1	546
1756-01-19	Châteaubrun (Jean-Baptiste Vivien de)	parterre	1	341
1756-01-19	Dancourt (Florent Carton dit)	parterre	1	341
1756-01-21	Châteaubrun (Jean-Baptiste Vivien de)	parterre	1	439
1756-01-21	Destouches	parterre	1	439
1756-01-23	Molière (Jean-Baptiste Poquelin dit)	parterre	1	454
1756-01-23	Molière (Jean-Baptiste Poquelin dit)	parterre	1	454
1756-01-24	Châteaubrun (Jean-Baptiste Vivien de)	parterre	1	330
1756-01-24	Dancourt (Florent Carton dit)	parterre	1	330
1756-01-25	Piron (Alexis)	parterre	1	585
1756-01-25	Hauteroche (Noël Lebreton, sieur de)	parterre	1	585
1756-01-26	Châteaubrun (Jean-Baptiste Vivien de)	parterre	1	278
1756-01-26	Dancourt (Florent Carton dit)	parterre	1	278
1756-01-28	La Chaussée (Pierre-Claude)	parterre	1	518
1756-01-28	Dancourt (Florent Carton dit)	parterre	1	518
1756-01-30	Dancourt (Florent Carton dit)	parterre	1	309
1756-01-30	Molière (Jean-Baptiste Poquelin dit)	parterre	1	309
1756-01-31	Voltaire (François-Marie Arouet dit)	parterre	1	586
1756-01-31	Guyot de Merville (Michel)	parterre	1	586
1756-02-01	Boursault (Edme)	parterre	1	586
1756-02-01	Molière (Jean-Baptiste Poquelin dit)	parterre	1	586
1756-02-04	Le Franc de Pompignan (Jean-Jacques)	parterre	1	436
1756-02-04	Fagan (Barthélemy-Christophe)	parterre	1	436
1756-02-05	Marivaux (Pierre de)	parterre	1	239
1756-02-05	Regnard (Jean-François)	parterre	1	239
1756-02-06	Regnard (Jean-François)	parterre	1	230
1756-02-06	Poisson (Philippe)	parterre	1	230
1756-02-07	Corneille (Pierre)	parterre	1	387
1756-02-07	La Motte (Antoine Houdar de)	parterre	1	387
1756-02-08	Baron	parterre	1	486
1756-02-08	Molière (Jean-Baptiste Poquelin dit)	parterre	1	486
1756-02-09	Voltaire (François-Marie Arouet dit)	parterre	1	576
1756-02-09	Legrand (Marc-Antoine)	parterre	1	576
1756-02-10	Regnard (Jean-François)	parterre	1	136
1756-02-10	Molière (Jean-Baptiste Poquelin dit)	parterre	1	136
1756-02-11	Voltaire (François-Marie Arouet dit)	parterre	1	567
1756-02-11	Voltaire (François-Marie Arouet dit)	parterre	1	567
1756-02-12	Molière (Jean-Baptiste Poquelin dit)	parterre	1	176
1756-02-12	Brueys (David-Augustin de)	parterre	1	176
1756-02-13	Molière (Jean-Baptiste Poquelin dit)	parterre	1	173
1756-02-13	Du Fresny (Charles)	parterre	1	173
1756-02-14	Voltaire (François-Marie Arouet dit)	parterre	1	564
1756-02-14	Molière (Jean-Baptiste Poquelin dit)	parterre	1	564
1756-02-15	Pont-de-Veyle (Antoine de Fériol, comte de)	parterre	1	566
1756-02-15	Boursault (Edme)	parterre	1	566
1756-02-16	Voltaire (François-Marie Arouet dit)	parterre	1	552
1756-02-16	Dancourt (Florent Carton dit)	parterre	1	552
1756-02-18	Voltaire (François-Marie Arouet dit)	parterre	1	422
1756-02-18	Fagan (Barthélemy-Christophe)	parterre	1	422
1756-02-21	Voltaire (François-Marie Arouet dit)	parterre	1	547
1756-02-21	Du Fresny (Charles)	parterre	1	547
1756-02-22	Du Fresny (Charles)	parterre	1	469
1756-02-22	Hauteroche (Noël Lebreton, sieur de)	parterre	1	469
1756-02-23	La Noue (Jean-Baptiste Simon Sauvé de La Noue, dit)	parterre	1	428
1756-02-23	Molière (Jean-Baptiste Poquelin dit)	parterre	1	428
1756-02-25	La Noue (Jean-Baptiste Simon Sauvé de La Noue, dit)	parterre	1	403
1756-02-25	Legrand (Marc-Antoine)	parterre	1	403
1756-02-26	Scarron (Paul)	parterre	1	434
1756-02-27	Racine (Jean)	parterre	1	384
1756-02-27	La Fontaine (Jean de)	parterre	1	384
1756-02-28	La Noue (Jean-Baptiste Simon Sauvé de La Noue, dit)	parterre	1	402
1756-02-28	Lesage (Alain-René)	parterre	1	402
1756-02-29	La Fosse (Antoine de)	parterre	1	541
1756-02-29	Palaprat (Jean de)	parterre	1	541
1756-03-01	La Noue (Jean-Baptiste Simon Sauvé de La Noue, dit)	parterre	1	424
1756-03-01	Molière (Jean-Baptiste Poquelin dit)	parterre	1	424
1756-03-02	Voltaire (François-Marie Arouet dit)	parterre	1	575
1756-03-02	Molière (Jean-Baptiste Poquelin dit)	parterre	1	575
1756-03-03	La Noue (Jean-Baptiste Simon Sauvé de La Noue, dit)	parterre	1	458
1756-03-03	Dancourt (Florent Carton dit)	parterre	1	458
1756-03-06	La Noue (Jean-Baptiste Simon Sauvé de La Noue, dit)	parterre	1	477
1756-03-06	La Fontaine (Jean de) ; Champmeslé (Charles Chevillet, sieur de Champmeslé, dit)	parterre	1	477
1756-03-07	Voltaire (François-Marie Arouet dit)	parterre	1	493
1756-03-07	Regnard (Jean-François)	parterre	1	493
1756-03-08	La Noue (Jean-Baptiste Simon Sauvé de La Noue, dit)	parterre	1	447
1756-03-08	Palaprat (Jean de)	parterre	1	447
1756-03-09	Corneille (Thomas)	parterre	1	185
1756-03-09	Legrand (Marc-Antoine)	parterre	1	185
1756-03-10	La Noue (Jean-Baptiste Simon Sauvé de La Noue, dit)	parterre	1	339
1756-03-10	Dancourt (Florent Carton dit)	parterre	1	339
1756-03-12	Corneille (Thomas)	parterre	1	270
1756-03-12	La Fontaine (Jean de) ; Champmeslé (Charles Chevillet, sieur de Champmeslé, dit)	parterre	1	270
1756-03-13	La Noue (Jean-Baptiste Simon Sauvé de La Noue, dit)	parterre	1	442
1756-03-13	Boindin (Nicolas)	parterre	1	442
1756-03-14	Corneille (Pierre)	parterre	1	559
1756-03-14	Marivaux (Pierre de)	parterre	1	559
1756-03-15	Piron (Alexis)	parterre	1	261
1756-03-15	Regnard (Jean-François)	parterre	1	261
1756-03-17	Scarron (Paul)	parterre	1	415
1756-03-17	La Chapelle (Jean de)	parterre	1	415
1756-03-19	Corneille (Pierre)	parterre	1	281
1756-03-19	Poisson (Philippe)	parterre	1	281
1756-03-20	Voltaire (François-Marie Arouet dit)	parterre	1	596
1756-03-20	Fagan (Barthélemy-Christophe)	parterre	1	596
1756-03-21	Marivaux (Pierre de)	parterre	1	469
1756-03-21	Molière (Jean-Baptiste Poquelin dit)	parterre	1	469
1756-03-22	Destouches	parterre	1	472
1756-03-22	Molière (Jean-Baptiste Poquelin dit)	parterre	1	472
1756-03-24	Voltaire (François-Marie Arouet dit)	parterre	1	595
1756-03-24	La Fontaine (Jean de) ; Champmeslé (Charles Chevillet, sieur de Champmeslé, dit)	parterre	1	595
1756-03-26	Voltaire (François-Marie Arouet dit)	parterre	1	318
1756-03-26	Fagan (Barthélemy-Christophe)	parterre	1	318
1756-03-27	Destouches	parterre	1	488
1756-03-27	Hauteroche (Noël Lebreton, sieur de)	parterre	1	488
1756-03-28	Voltaire (François-Marie Arouet dit)	parterre	1	606
1756-03-28	Poisson (Philippe)	parterre	1	606
1756-03-29	Destouches	parterre	1	119
1756-03-29	Hauteroche (Noël Lebreton, sieur de)	parterre	1	119
1756-03-31	Molière (Jean-Baptiste Poquelin dit)	parterre	1	545
1756-03-31	Boursault (Edme)	parterre	1	545
1756-04-02	Corneille (Pierre)	parterre	1	241
1756-04-02	La Fontaine (Jean de)	parterre	1	241
1756-04-03	Voltaire (François-Marie Arouet dit)	parterre	1	599
1756-04-03	Marivaux (Pierre de)	parterre	1	599
1756-04-26	Racine (Jean), Moreau (Jean-Baptiste)	parterre	1	604
1756-04-26	Fagan (Barthélemy-Christophe)	parterre	1	604
1756-04-27	Regnard (Jean-François)	parterre	1	266
1756-04-27	Lesage (Alain-René)	parterre	1	266
1756-04-28	Crébillon (Prosper Jolyot de)	parterre	1	386
1756-04-28	Boindin (Nicolas)	parterre	1	386
1756-04-29	Regnard (Jean-François)	parterre	1	328
1756-04-29	Regnard (Jean-François)	parterre	1	328
1756-05-01	Crébillon (Prosper Jolyot de)	parterre	1	575
1756-05-01	La Motte (Antoine Houdar de)	parterre	1	575
1756-05-02	Dancourt (Florent Carton dit)	parterre	1	221
1756-05-02	Dancourt (Florent Carton dit)	parterre	1	221
1756-05-03	Crébillon (Prosper Jolyot de)	parterre	1	310
1756-05-03	Molière (Jean-Baptiste Poquelin dit)	parterre	1	310
1756-05-04	Regnard (Jean-François)	parterre	1	218
1756-05-04	La Fontaine (Jean de)	parterre	1	218
1756-05-05	Crébillon (Prosper Jolyot de)	parterre	1	236
1756-05-05	Legrand (Marc-Antoine)	parterre	1	236
1756-05-06	Dancourt (Florent Carton dit)	parterre	1	239
1756-05-06	Legrand (Marc-Antoine)	parterre	1	239
1756-05-07	Molière (Jean-Baptiste Poquelin dit)	parterre	1	156
1756-05-07	Brueys (David-Augustin de)	parterre	1	156
1756-05-08	Crébillon (Prosper Jolyot de)	parterre	1	285
1756-05-08	Dancourt (Florent Carton dit)	parterre	1	285
1756-05-09	Brueys (David-Augustin de)	parterre	1	380
1756-05-09	Molière (Jean-Baptiste Poquelin dit)	parterre	1	380
1756-05-10	Corneille (Pierre)	parterre	1	420
1756-05-10	Fagan (Barthélemy-Christophe)	parterre	1	420
1756-05-11	Molière (Jean-Baptiste Poquelin dit) / arrangée et versifiée par Corneille (Thomas)	parterre	1	232
1756-05-11	Legrand (Marc-Antoine)	parterre	1	232
1756-05-12	Racine (Jean)	parterre	1	443
1756-05-12	Fagan (Barthélemy-Christophe)	parterre	1	443
1756-05-13	Boursault (Edme)	parterre	1	189
1756-05-13	Molière (Jean-Baptiste Poquelin dit)	parterre	1	189
1756-05-14	Regnard (Jean-François)	parterre	1	188
1756-05-14	Du Fresny (Charles)	parterre	1	188
1756-05-15	Corneille (Pierre)	parterre	1	241
1756-05-15	Fagan (Barthélemy-Christophe)	parterre	1	241
1756-05-16	Boissy (Louis de)	parterre	1	284
1756-05-16	Hauteroche (Noël Lebreton, sieur de)	parterre	1	284
1756-05-17	Piron (Alexis)	parterre	1	470
1756-05-17	Poisson (Philippe)	parterre	1	470
1756-05-19	Corneille (Thomas)	parterre	1	265
1756-05-19	Molière (Jean-Baptiste Poquelin dit)	parterre	1	265
1756-05-20	Molière (Jean-Baptiste Poquelin dit)	parterre	1	191
1756-05-20	Molière (Jean-Baptiste Poquelin dit)	parterre	1	191
1756-05-21	Regnard (Jean-François)	parterre	1	201
1756-05-21	Racine (Jean)	parterre	1	201
1756-05-22	Racine (Jean)	parterre	1	261
1756-05-22	La Motte (Antoine Houdar de)	parterre	1	261
1756-05-23	Molière (Jean-Baptiste Poquelin dit)	parterre	1	315
1756-05-23	Du Fresny (Charles)	parterre	1	315
1756-05-24	Corneille (Pierre)	parterre	1	296
1756-05-24	Legrand (Marc-Antoine)	parterre	1	296
1756-05-26	Racine (Jean)	parterre	1	588
1756-05-26	Colomb de Seillans	parterre	1	588
1756-05-28	Voltaire (François-Marie Arouet dit)	parterre	1	219
1756-05-28	Guyot de Merville (Michel)	parterre	1	219
1756-05-29	Voltaire (François-Marie Arouet dit)	parterre	1	586
1756-05-29	Colomb de Seillans	parterre	1	586
1756-05-30	Boissy (Louis de)	parterre	1	233
1756-05-30	Dancourt (Florent Carton dit)	parterre	1	233
1756-05-31	Le Franc de Pompignan (Jean-Jacques)	parterre	1	348
1756-05-31	Colomb de Seillans	parterre	1	348
1756-06-01	Molière (Jean-Baptiste Poquelin dit)	parterre	1	198
1756-06-01	Molière (Jean-Baptiste Poquelin dit)	parterre	1	198
1756-06-02	Voltaire (François-Marie Arouet dit)	parterre	1	458
1756-06-02	Colomb de Seillans	parterre	1	458
1756-06-04	Regnard (Jean-François)	parterre	1	256
1756-06-04	Brueys (David-Augustin de)	parterre	1	256
1756-06-05	Voltaire (François-Marie Arouet dit)	parterre	1	462
1756-06-05	Colomb de Seillans	parterre	1	462
1756-06-07	Boursault (Edme)	parterre	1	377
1756-06-07	Dancourt (Florent Carton dit)	parterre	1	377
1756-06-08	Voltaire (François-Marie Arouet dit)	parterre	1	583
1756-06-08	Destouches	parterre	1	583
1756-06-09	Boursault (Edme)	parterre	1	392
1756-06-09	Dancourt (Florent Carton dit)	parterre	1	392
1756-06-10	Voltaire (François-Marie Arouet dit)	parterre	1	403
1756-06-10	Dancourt (Florent Carton dit)	parterre	1	403
1756-06-11	Quinault (Philippe)	parterre	1	241
1756-06-11	Lesage (Alain-René)	parterre	1	241
1756-06-12	Boursault (Edme)	parterre	1	353
1756-06-12	Molière (Jean-Baptiste Poquelin dit)	parterre	1	353
1756-06-13	Boursault (Edme)	parterre	1	365
1756-06-13	Hauteroche (Noël Lebreton, sieur de)	parterre	1	365
1756-06-14	Corneille (Pierre)	parterre	1	256
1756-06-14	Dancourt (Florent Carton dit)	parterre	1	256
1756-06-15	Molière (Jean-Baptiste Poquelin dit) / arrangée et versifiée par Corneille (Thomas)	parterre	1	116
1756-06-15	Legrand (Marc-Antoine)	parterre	1	116
1756-06-16	Voltaire (François-Marie Arouet dit)	parterre	1	414
1756-06-16	Guyot de Merville (Michel)	parterre	1	414
1756-06-18	Molière (Jean-Baptiste Poquelin dit)	parterre	1	162
1756-06-18	Legrand (Marc-Antoine)	parterre	1	162
1756-06-19	Voltaire (François-Marie Arouet dit)	parterre	1	340
1756-06-19	Legrand (Marc-Antoine)	parterre	1	340
1756-06-20	Molière (Jean-Baptiste Poquelin dit)	parterre	1	250
1756-06-20	Dancourt (Florent Carton dit)	parterre	1	250
1756-06-21	Piron (Alexis)	parterre	1	327
1756-06-21	Cahusac (Louis de)	parterre	1	327
1756-06-23	Racine (Jean)	parterre	1	253
1756-06-23	Dancourt (Florent Carton dit)	parterre	1	253
1756-06-24	Baron (Michel Boyron dit)	parterre	1	392
1756-06-24	Regnard (Jean-François)	parterre	1	392
1756-06-25	Voltaire (François-Marie Arouet dit)	parterre	1	140
1756-06-25	Poisson (Philippe)	parterre	1	140
1756-06-26	Voltaire (François-Marie Arouet dit)	parterre	1	321
1756-06-26	Molière (Jean-Baptiste Poquelin dit)	parterre	1	321
1756-06-27	Corneille (Pierre)	parterre	1	158
1756-06-27	Molière (Jean-Baptiste Poquelin dit)	parterre	1	158
1756-06-28	La Fosse (Antoine de)	parterre	1	160
1756-06-28	Legrand (Marc-Antoine)	parterre	1	160
1756-06-29	Boursault (Edme)	parterre	1	172
1756-06-29	Boindin (Nicolas)	parterre	1	172
1756-06-30	Racine (Jean)	parterre	1	254
1756-06-30	Lesage (Alain-René)	parterre	1	254
1756-07-01	Molière (Jean-Baptiste Poquelin dit)	parterre	1	143
1756-07-01	Brueys (David-Augustin de)	parterre	1	143
1756-07-03	Molière (Jean-Baptiste Poquelin dit)	parterre	1	279
1756-07-03	Dancourt (Florent Carton dit)	parterre	1	279
1756-07-04	La Noue (Jean-Baptiste Simon Sauvé de La Noue, dit)	parterre	1	229
1756-07-04	Regnard (Jean-François)	parterre	1	229
1756-07-05	Corneille (Pierre)	parterre	1	297
1756-07-05	Hauteroche (Noël Lebreton, sieur de)	parterre	1	297
1756-07-06	Regnard (Jean-François)	parterre	1	105
1756-07-06	Du Fresny (Charles)	parterre	1	105
1756-07-07	Voltaire (François-Marie Arouet dit)	parterre	1	502
1756-07-07	Du Fresny (Charles)	parterre	1	502
1756-07-08	Campistron (Jean Galbert de)	parterre	1	184
1756-07-08	Brueys (David-Augustin de)	parterre	1	184
1756-07-10	La Motte (Antoine Houdar de)	parterre	1	551
1756-07-10	Du Fresny (Charles)	parterre	1	551
1756-07-11	Boissy (Louis de)	parterre	1	328
1756-07-11	Dancourt (Florent Carton dit)	parterre	1	328
1756-07-12	Brueys (David-Augustin de)	parterre	1	397
1756-07-12	Legrand (Marc-Antoine)	parterre	1	397
1756-07-13	Regnard (Jean-François)	parterre	1	105
1756-07-13	Molière (Jean-Baptiste Poquelin dit)	parterre	1	105
1756-07-14	La Fosse (Antoine de)	parterre	1	314
1756-07-14	Molière (Jean-Baptiste Poquelin dit)	parterre	1	314
1756-07-15	Boursault (Edme)	parterre	1	214
1756-07-15	Legrand (Marc-Antoine)	parterre	1	214
1756-07-18	Molière (Jean-Baptiste Poquelin dit)	parterre	1	203
1756-07-18	Du Fresny (Charles)	parterre	1	203
1756-07-19	Baron (Michel Boyron dit)	parterre	1	168
1756-07-19	Legrand (Marc-Antoine)	parterre	1	168
1756-07-21	Boissy (Louis de)	parterre	1	295
1756-07-21	Boissy (Louis de)	parterre	1	295
1756-07-25	Molière (Jean-Baptiste Poquelin dit)	parterre	1	395
1756-07-25	Dancourt (Florent Carton dit)	parterre	1	395
1756-07-26	Voltaire (François-Marie Arouet dit)	parterre	1	474
1756-07-26	Legrand (Marc-Antoine)	parterre	1	474
1756-07-28	Voltaire (François-Marie Arouet dit)	parterre	1	505
1756-07-28	Legrand (Marc-Antoine)	parterre	1	505
1756-07-29	La Chaussée (Pierre-Claude)	parterre	1	212
1756-07-29	Saint-Foix (Germain-François Poullain de)	parterre	1	212
1756-07-31	Voltaire (François-Marie Arouet dit)	parterre	1	497
1756-07-31	Dancourt (Florent Carton dit)	parterre	1	497
1756-08-01	Graffigny (Françoise de)	parterre	1	505
1756-08-01	Saint-Foix (Germain-François Poullain de)	parterre	1	505
1756-08-02	Voltaire (François-Marie Arouet dit)	parterre	1	495
1756-08-02	Du Fresny (Charles)	parterre	1	495
1756-08-04	Voltaire (François-Marie Arouet dit)	parterre	1	337
1756-08-05	Graffigny (Françoise de)	parterre	1	213
1756-08-05	La Motte (Antoine Houdar de)	parterre	1	213
1756-08-07	Voltaire (François-Marie Arouet dit)	parterre	1	483
1756-08-07	Marivaux (Pierre de)	parterre	1	483
1756-08-08	Destouches (Philippe Néricault dit)	parterre	1	486
1756-08-08	Palaprat (Jean de)	parterre	1	486
1756-08-09	Voltaire (François-Marie Arouet dit)	parterre	1	443
1756-08-09	Saint-Foix (Germain-François Poullain de)	parterre	1	443
1756-08-10	Molière (Jean-Baptiste Poquelin dit) / arrangée et versifiée par Corneille (Thomas)	parterre	1	356
1756-08-10	Molière (Jean-Baptiste Poquelin dit)	parterre	1	356
1756-08-11	Voltaire (François-Marie Arouet dit)	parterre	1	272
1756-08-11	Cahusac (Louis de)	parterre	1	272
1756-08-12	Molière (Jean-Baptiste Poquelin dit)	parterre	1	254
1756-08-12	Brueys (David-Augustin de)	parterre	1	254
1756-08-14	Voltaire (François-Marie Arouet dit)	parterre	1	445
1756-08-14	Fagan (Barthélemy-Christophe)	parterre	1	445
1756-08-16	Du Fresny (Charles)	parterre	1	455
1756-08-16	Legrand (Marc-Antoine)	parterre	1	455
1756-08-18	Racine (Jean)	parterre	1	371
1756-08-18	Voltaire (François-Marie Arouet dit)	parterre	1	371
1756-08-19	Molière (Jean-Baptiste Poquelin dit)	parterre	1	197
1756-08-19	Dancourt (Florent Carton dit)	parterre	1	197
1756-08-21	Molière (Jean-Baptiste Poquelin dit)	parterre	1	358
1756-08-21	Hauteroche (Noël Lebreton, sieur de)	parterre	1	358
1756-08-22	Voltaire (François-Marie Arouet dit)	parterre	1	588
1756-08-22	Du Fresny (Charles)	parterre	1	588
1756-08-23	Boursault (Edme)	parterre	1	320
1756-08-23	Molière (Jean-Baptiste Poquelin dit)	parterre	1	320
1756-08-24	Regnard (Jean-François)	parterre	1	259
1756-08-24	Poisson (Philippe)	parterre	1	259
1756-08-25	Molière (Jean-Baptiste Poquelin dit)	parterre	1	245
1756-08-25	Dancourt (Florent Carton dit)	parterre	1	245
1756-08-26	Regnard (Jean-François)	parterre	1	163
1756-08-26	Molière (Jean-Baptiste Poquelin dit)	parterre	1	163
1756-08-28	Voltaire (François-Marie Arouet dit)	parterre	1	373
1756-08-28	Fagan (Barthélemy-Christophe)	parterre	1	373
1756-08-29	Destouches (Philippe Néricault dit)	parterre	1	179
1756-08-29	Boindin (Nicolas)	parterre	1	179
1756-08-30	Voltaire (François-Marie Arouet dit)	parterre	1	279
1756-08-30	Molière (Jean-Baptiste Poquelin dit)	parterre	1	279
1756-09-01	Voltaire (François-Marie Arouet dit)	parterre	1	404
1756-09-01	Lesage (Alain-René)	parterre	1	404
1756-09-02	Regnard (Jean-François)	parterre	1	136
1756-09-02	Racine (Jean)	parterre	1	136
1756-09-04	Molière (Jean-Baptiste Poquelin dit)	parterre	1	528
1756-09-04	Legrand (Marc-Antoine)	parterre	1	528
1756-09-05	Molière (Jean-Baptiste Poquelin dit) / arrangée et versifiée par Corneille (Thomas)	parterre	1	180
1756-09-05	Brueys (David-Augustin de)	parterre	1	180
1756-09-06	Boursault (Edme)	parterre	1	378
1756-09-06	Du Fresny (Charles)	parterre	1	378
1756-09-07	Quinault (Philippe)	parterre	1	187
1756-09-07	Regnard (Jean-François)	parterre	1	187
1756-09-09	Boursault (Edme)	parterre	1	351
1756-09-09	Regnard (Jean-François)	parterre	1	351
1756-09-11	Voltaire (François-Marie Arouet dit)	parterre	1	509
1756-09-11	Molière (Jean-Baptiste Poquelin dit)	parterre	1	509
1756-09-12	Molière (Jean-Baptiste Poquelin dit)	parterre	1	286
1756-09-12	Molière (Jean-Baptiste Poquelin dit)	parterre	1	286
1756-09-13	Crébillon (Prosper Jolyot de)	parterre	1	498
1756-09-13	Destouches	parterre	1	498
1756-09-15	Corneille (Pierre)	parterre	1	362
1756-09-15	Molière (Jean-Baptiste Poquelin dit)	parterre	1	362
1756-09-16	Voltaire (François-Marie Arouet dit)	parterre	1	222
1756-09-16	Boindin (Nicolas)	parterre	1	222
1756-09-18	Le Franc de Pompignan (Jean-Jacques)	parterre	1	547
1756-09-18	Du Fresny (Charles)	parterre	1	547
1756-09-19	Molière (Jean-Baptiste Poquelin dit)	parterre	1	562
1756-09-19	Hauteroche (Noël Lebreton, sieur de)	parterre	1	562
1756-09-20	Corneille (Thomas)	parterre	1	456
1756-09-20	Brueys (David-Augustin de)	parterre	1	456
1756-09-21	Graffigny (Françoise de)	parterre	1	557
1756-09-21	Legrand (Marc-Antoine)	parterre	1	557
1756-09-22	Graffigny (Françoise de)	parterre	1	368
1756-09-22	Guyot de Merville (Michel)	parterre	1	368
1756-09-23	Molière (Jean-Baptiste Poquelin dit)	parterre	1	196
1756-09-23	Regnard (Jean-François)	parterre	1	196
1756-09-25	Voltaire (François-Marie Arouet dit)	parterre	1	573
1756-09-25	Molière (Jean-Baptiste Poquelin dit)	parterre	1	573
1756-09-26	Hauteroche (Noël Lebreton, sieur de)	parterre	1	283
1756-09-26	Hauteroche (Noël Lebreton, sieur de)	parterre	1	283
1756-09-27	La Grange-Chancel (François-Joseph de)	parterre	1	317
1756-09-27	Guyot de Merville (Michel)	parterre	1	317
1756-09-29	Voltaire (François-Marie Arouet dit)	parterre	1	584
1756-09-29	Fagan (Barthélemy-Christophe)	parterre	1	584
1756-09-30	Boissy (Louis de)	parterre	1	362
1756-09-30	Legrand (Marc-Antoine)	parterre	1	362
1756-10-02	Boissy (Louis de)	parterre	1	475
1756-10-02	Dancourt (Florent Carton dit)	parterre	1	475
1756-10-03	Destouches	parterre	1	597
1756-10-03	Regnard (Jean-François)	parterre	1	597
1756-10-04	Racine (Jean)	parterre	1	416
1756-10-04	Poisson (Philippe)	parterre	1	416
1756-10-05	Regnard (Jean-François)	parterre	1	121
1756-10-05	Brueys (David-Augustin de)	parterre	1	121
1756-10-06	Molière (Jean-Baptiste Poquelin dit)	parterre	1	309
1756-10-06	La Fontaine (Jean de)	parterre	1	309
1756-10-08	Regnard (Jean-François)	parterre	1	262
1756-10-08	Molière (Jean-Baptiste Poquelin dit)	parterre	1	262
1756-10-09	Racine (Jean)	parterre	1	590
1756-10-09	Cahusac (Louis de)	parterre	1	590
1756-10-10	Dancourt (Florent Carton dit)	parterre	1	302
1756-10-10	Dancourt (Florent Carton dit)	parterre	1	302
1756-10-11	Racine (Jean)	parterre	1	439
1756-10-11	Dancourt (Florent Carton dit)	parterre	1	439
1756-10-13	Dancourt (Florent Carton dit)	parterre	1	350
1756-10-13	Molière (Jean-Baptiste Poquelin dit)	parterre	1	350
1756-10-15	Regnard (Jean-François)	parterre	1	321
1756-10-15	Regnard (Jean-François)	parterre	1	321
1756-10-16	La Chaussée (Pierre-Claude)	parterre	1	413
1756-10-16	Legrand (Marc-Antoine)	parterre	1	413
1756-10-17	Molière (Jean-Baptiste Poquelin dit)	parterre	1	499
1756-10-17	Regnard (Jean-François)	parterre	1	499
1756-10-19	Molière (Jean-Baptiste Poquelin dit)	parterre	1	243
1756-10-19	Hauteroche (Noël Lebreton, sieur de)	parterre	1	243
1756-10-20	Voltaire (François-Marie Arouet dit)	parterre	1	459
1756-10-20	Poisson (Philippe)	parterre	1	459
1756-10-22	Regnard (Jean-François)	parterre	1	355
1756-10-22	Legrand (Marc-Antoine)	parterre	1	355
1756-10-23	Voltaire (François-Marie Arouet dit)	parterre	1	534
1756-10-23	Fagan (Barthélemy-Christophe)	parterre	1	534
1756-10-24	Molière (Jean-Baptiste Poquelin dit)	parterre	1	570
1756-10-24	Dancourt (Florent Carton dit)	parterre	1	570
1756-10-25	Corneille (Pierre)	parterre	1	455
1756-10-25	Cahusac (Louis de)	parterre	1	455
1756-10-27	Racine (Jean)	parterre	1	437
1756-10-27	Molière (Jean-Baptiste Poquelin dit)	parterre	1	437
1756-10-28	Crébillon (Prosper Jolyot de)	parterre	1	589
1756-10-28	Hauteroche (Noël Lebreton, sieur de)	parterre	1	589
1756-10-29	Molière (Jean-Baptiste Poquelin dit)	parterre	1	141
1756-10-29	Brueys (David-Augustin de)	parterre	1	141
1756-10-30	Corneille (Pierre)	parterre	1	426
1756-10-30	Fagan (Barthélemy-Christophe)	parterre	1	426
1756-10-31	La Chaussée (Pierre-Claude)	parterre	1	544
1756-10-31	Molière (Jean-Baptiste Poquelin dit)	parterre	1	544
1756-11-02	Racine (Jean), Moreau (Jean-Baptiste)	parterre	1	586
1756-11-02	Dancourt (Florent Carton dit)	parterre	1	586
1756-11-03	Corneille (Thomas)	parterre	1	581
1756-11-03	Brueys (David-Augustin de)	parterre	1	581
1756-11-06	Regnard (Jean-François)	parterre	1	437
1756-11-06	Dancourt (Florent Carton dit)	parterre	1	437
1756-11-07	Marivaux (Pierre de)	parterre	1	536
1756-11-07	Molière (Jean-Baptiste Poquelin dit)	parterre	1	536
1756-11-08	Racine (Jean), Moreau (Jean-Baptiste)	parterre	1	487
1756-11-08	Legrand (Marc-Antoine)	parterre	1	487
1756-11-11	Marivaux (Pierre de)	parterre	1	581
1756-11-11	Boursault (Edme)	parterre	1	581
1756-11-12	Voltaire (François-Marie Arouet dit)	parterre	1	254
1756-11-12	Racine (Jean)	parterre	1	254
1756-11-13	Racine (Jean)	parterre	1	406
1756-11-13	Legrand (Marc-Antoine)	parterre	1	406
1756-11-14	La Chaussée (Pierre-Claude)	parterre	1	422
1756-11-14	Molière (Jean-Baptiste Poquelin dit)	parterre	1	422
1756-11-15	Racine (Jean)	parterre	1	311
1756-11-15	Du Fresny (Charles)	parterre	1	311
1756-11-16	La Chaussée (Pierre-Claude)	parterre	1	249
