date	sold	raw_section	price	section
1686-05-19	76	Billet à	1	autre
1686-05-19	471	Billet à	0.75	parterre
1686-05-19	1	Irregular Receipts	33	autre
1686-05-20	130	Billet à	3	première loge
1686-05-20	104	Billet à	1.5	autre
1686-05-20	15	Billet à	1	autre
1686-05-20	310	Billet à	0.75	parterre
1686-05-21	49	Billet à	3	première loge
1686-05-21	80	Billet à	1.5	autre
1686-05-21	15	Billet à	1	autre
1686-05-21	198	Billet à	0.75	parterre
1686-05-22	78	Billet à	3	première loge
1686-05-22	83	Billet à	1.5	autre
1686-05-22	9	Billet à	1	autre
1686-05-22	205	Billet à	0.75	parterre
1686-05-24	48	Billet à	3	première loge
1686-05-24	66	Billet à	1.5	autre
1686-05-24	14	Billet à	1	autre
1686-05-24	164	Billet à	0.75	parterre
1686-05-25	42	Billet à	3	première loge
1686-05-25	53	Billet à	1.5	autre
1686-05-25	6	Billet à	1	autre
1686-05-25	115	Billet à	0.75	parterre
1686-05-26	37	Billet à	3	première loge
1686-05-26	108	Billet à	1.5	autre
1686-05-26	26	Billet à	1	autre
1686-05-26	289	Billet à	0.75	parterre
1686-05-26	1	Irregular Receipts	130	autre
1686-05-26	1	Irregular Receipts 2	33	autre
1686-05-27	15	Billet à	3	première loge
1686-05-27	44	Billet à	1.5	autre
1686-05-27	8	Billet à	1	autre
1686-05-27	143	Billet à	0.75	parterre
1686-05-28	30	Billet à	3	première loge
1686-05-28	56	Billet à	1.5	autre
1686-05-28	5	Billet à	1	autre
1686-05-28	150	Billet à	0.75	parterre
1686-05-29	10	Billet à	3	première loge
1686-05-29	33	Billet à	1.5	autre
1686-05-29	4	Billet à	1	autre
1686-05-29	207	Billet à	0.75	parterre
1686-05-30	36	Billet à	3	première loge
1686-05-30	41	Billet à	1.5	autre
1686-05-30	18	Billet à	1	autre
1686-05-30	150	Billet à	0.75	parterre
1686-05-31	12	Billet à	3	première loge
1686-05-31	12	Billet à	3	première loge
1686-05-31	53	Billet à	1.5	autre
1686-05-31	53	Billet à	1.5	autre
1686-05-31	5	Billet à	1	autre
1686-05-31	5	Billet à	1	autre
1686-05-31	156	Billet à	0.75	parterre
1686-05-31	156	Billet à	0.75	parterre
1686-06-01	42	Billet à	3	première loge
1686-06-01	41	Billet à	1.5	autre
1686-06-01	4	Billet à	1	autre
1686-06-01	177	Billet à	0.75	parterre
1686-06-03	177	Billet à	3	première loge
1686-06-03	237	Billet à	1.5	autre
1686-06-03	67	Billet à	1	autre
1686-06-03	492	Billet à	0.75	parterre
1686-06-04	34	Billet à	3	première loge
1686-06-04	130	Billet à	1.5	autre
1686-06-04	49	Billet à	1	autre
1686-06-04	386	Billet à	0.75	parterre
1686-06-05	73	Billet à	3	première loge
1686-06-05	64	Billet à	1.5	autre
1686-06-05	26	Billet à	1	autre
1686-06-05	331	Billet à	0.75	parterre
1686-06-06	58	Billet à	3	première loge
1686-06-06	91	Billet à	1.5	autre
1686-06-06	14	Billet à	1	autre
1686-06-06	328	Billet à	0.75	parterre
1686-06-07	39	Billet à	3	première loge
1686-06-07	36	Billet à	1.5	autre
1686-06-07	5	Billet à	1	autre
1686-06-07	153	Billet à	0.75	parterre
1686-06-08	67	Billet à	3	première loge
1686-06-08	57	Billet à	1.5	autre
1686-06-08	15	Billet à	1	autre
1686-06-08	306	Billet à	0.75	parterre
1686-06-09	80	Billet à	3	première loge
1686-06-09	110	Billet à	1.5	autre
1686-06-09	33	Billet à	1	autre
1686-06-09	429	Billet à	0.75	parterre
1686-06-10	36	Billet à	3	première loge
1686-06-10	78	Billet à	1.5	autre
1686-06-10	15	Billet à	1	autre
1686-06-10	344	Billet à	0.75	parterre
1686-06-11	88	Billet à	3	première loge
1686-06-11	111	Billet à	1.5	autre
1686-06-11	12	Billet à	1	autre
1686-06-11	230	Billet à	0.75	parterre
1686-06-12	40	Billet à	3	première loge
1686-06-12	44	Billet à	1.5	autre
1686-06-12	18	Billet à	1	autre
1686-06-12	217	Billet à	0.75	parterre
1686-06-14	30	Billet à	3	première loge
1686-06-14	80	Billet à	1.5	autre
1686-06-14	10	Billet à	1	autre
1686-06-14	246	Billet à	0.75	parterre
1686-06-16	16	Billet à	3	première loge
1686-06-16	80	Billet à	1.5	autre
1686-06-16	9	Billet à	1	autre
1686-06-16	219	Billet à	0.75	parterre
1686-06-17	25	Billet à	3	première loge
1686-06-17	46	Billet à	1.5	autre
1686-06-17	3	Billet à	1	autre
1686-06-17	104	Billet à	0.75	parterre
1686-06-18	22	Billet à	3	première loge
1686-06-18	16	Billet à	1.5	autre
1686-06-18	9	Billet à	1	autre
1686-06-18	105	Billet à	0.75	parterre
1686-06-19	36	Billet à	3	première loge
1686-06-19	25	Billet à	1.5	autre
1686-06-19	105	Billet à	0.75	parterre
1686-06-20	31	Billet à	3	première loge
1686-06-20	35	Billet à	1.5	autre
1686-06-20	23	Billet à	1	autre
1686-06-20	216	Billet à	0.75	parterre
1686-06-21	14	Billet à	3	première loge
1686-06-21	18	Billet à	1.5	autre
1686-06-21	70	Billet à	0.75	parterre
1686-06-22	18	Billet à	3	première loge
1686-06-22	14	Billet à	1.5	autre
1686-06-22	3	Billet à	1	autre
1686-06-22	96	Billet à	0.75	parterre
1686-06-23	19	Billet à	3	première loge
1686-06-23	19	Billet à	1.5	autre
1686-06-23	5	Billet à	1	autre
1686-06-23	81	Billet à	0.75	parterre
1686-06-24	15	Billet à	3	première loge
1686-06-24	51	Billet à	1.5	autre
1686-06-24	25	Billet à	1	autre
1686-06-24	211	Billet à	0.75	parterre
1686-06-24	1	Irregular Receipts	16.7	autre
1686-06-25	11	Billet à	3	première loge
1686-06-25	24	Billet à	1.5	autre
1686-06-25	1	Billet à	1	autre
1686-06-25	124	Billet à	0.75	parterre
1686-06-26	20	Billet à	3	première loge
1686-06-26	27	Billet à	1.5	autre
1686-06-26	13	Billet à	1	autre
1686-06-26	114	Billet à	0.75	parterre
1686-06-26	1	Irregular Receipts	44	autre
1686-06-27	44	Billet à	3	première loge
1686-06-27	43	Billet à	1.5	autre
1686-06-27	7	Billet à	1	autre
1686-06-27	149	Billet à	0.75	parterre
1686-06-28	11	Billet à	3	première loge
1686-06-28	45	Billet à	1.5	autre
1686-06-28	3	Billet à	1	autre
1686-06-28	206	Billet à	0.75	parterre
1686-06-29	78	Billet à	3	première loge
1686-06-29	96	Billet à	1.5	autre
1686-06-29	14	Billet à	1	autre
1686-06-29	290	Billet à	0.75	parterre
1686-06-30	25	Billet à	3	première loge
1686-06-30	61	Billet à	1.5	autre
1686-06-30	18	Billet à	1	autre
1686-06-30	300	Billet à	0.75	parterre
1686-07-01	34	Billet à	3	première loge
1686-07-01	82	Billet à	1.5	autre
1686-07-01	15	Billet à	1	autre
1686-07-01	229	Billet à	0.75	parterre
1686-07-02	21	Billet à	3	première loge
1686-07-02	30	Billet à	1.5	autre
1686-07-02	3	Billet à	1	autre
1686-07-02	172	Billet à	0.75	parterre
1686-07-03	81	Billet à	3	première loge
1686-07-03	54	Billet à	1.5	autre
1686-07-03	11	Billet à	1	autre
1686-07-03	179	Billet à	0.75	parterre
1686-07-04	53	Billet à	3	première loge
1686-07-04	55	Billet à	1.5	autre
1686-07-04	9	Billet à	1	autre
1686-07-04	317	Billet à	0.75	parterre
1686-07-05	76	Billet à	3	première loge
1686-07-05	126	Billet à	1.5	autre
1686-07-05	39	Billet à	1	autre
1686-07-05	388	Billet à	0.75	parterre
1686-07-06	40	Billet à	3	première loge
1686-07-06	70	Billet à	1.5	autre
1686-07-06	16	Billet à	1	autre
1686-07-06	308	Billet à	0.75	parterre
1686-07-07	58	Billet à	3	première loge
1686-07-07	133	Billet à	1.5	autre
1686-07-07	30	Billet à	1	autre
1686-07-07	314	Billet à	0.75	parterre
1686-07-08	25	Billet à	3	première loge
1686-07-08	57	Billet à	1.5	autre
1686-07-08	8	Billet à	1	autre
1686-07-08	210	Billet à	0.75	parterre
1686-07-09	68	Billet à	3	première loge
1686-07-09	61	Billet à	1.5	autre
1686-07-09	10	Billet à	1	autre
1686-07-09	176	Billet à	0.75	parterre
1686-07-10	49	Billet à	3	première loge
1686-07-10	45	Billet à	1.5	autre
1686-07-10	13	Billet à	1	autre
1686-07-10	200	Billet à	0.75	parterre
1686-07-11	28	Billet à	3	première loge
1686-07-11	57	Billet à	1.5	autre
1686-07-11	3	Billet à	1	autre
1686-07-11	143	Billet à	0.75	parterre
1686-07-11	1	Irregular Receipts	11	autre
1686-07-12	22	Billet à	3	première loge
1686-07-12	50	Billet à	1.5	autre
1686-07-12	7	Billet à	1	autre
1686-07-12	291	Billet à	0.75	parterre
1686-07-13	49	Billet à	3	première loge
1686-07-13	46	Billet à	1.5	autre
1686-07-13	9	Billet à	1	autre
1686-07-13	174	Billet à	0.75	parterre
1686-07-13	1	Irregular Receipts	3	autre
1686-07-14	29	Billet à	3	première loge
1686-07-14	61	Billet à	1.5	autre
1686-07-14	15	Billet à	1	autre
1686-07-14	293	Billet à	0.75	parterre
1686-07-15	29	Billet à	3	première loge
1686-07-15	52	Billet à	1.5	autre
1686-07-15	9	Billet à	1	autre
1686-07-15	155	Billet à	0.75	parterre
1686-07-16	6	Billet à	3	première loge
1686-07-16	21	Billet à	1.5	autre
1686-07-16	10	Billet à	1	autre
1686-07-16	125	Billet à	0.75	parterre
1686-07-17	29	Billet à	3	première loge
1686-07-17	44	Billet à	1.5	autre
1686-07-17	9	Billet à	1	autre
1686-07-17	139	Billet à	0.75	parterre
1686-07-18	30	Billet à	3	première loge
1686-07-18	52	Billet à	1.5	autre
1686-07-18	7	Billet à	1	autre
1686-07-18	253	Billet à	0.75	parterre
1686-07-19	65	Billet à	3	première loge
1686-07-19	55	Billet à	1.5	autre
1686-07-19	3	Billet à	1	autre
1686-07-19	160	Billet à	0.75	parterre
1686-07-20	27	Billet à	3	première loge
1686-07-20	73	Billet à	1.5	autre
1686-07-20	1	Billet à	1	autre
1686-07-20	263	Billet à	0.75	parterre
1686-07-21	43	Billet à	3	première loge
1686-07-21	58	Billet à	1.5	autre
1686-07-21	15	Billet à	1	autre
1686-07-21	260	Billet à	0.75	parterre
1686-07-21	1	Irregular Receipts	3	autre
1686-07-22	10	Billet à	3	première loge
1686-07-22	38	Billet à	1.5	autre
1686-07-22	5	Billet à	1	autre
1686-07-22	181	Billet à	0.75	parterre
1686-07-23	38	Billet à	3	première loge
1686-07-23	38	Billet à	1.5	autre
1686-07-23	5	Billet à	1	autre
1686-07-23	149	Billet à	0.75	parterre
1686-07-24	15	Billet à	3	première loge
1686-07-24	61	Billet à	1.5	autre
1686-07-24	5	Billet à	1	autre
1686-07-24	166	Billet à	0.75	parterre
1686-07-25	58	Billet à	3	première loge
1686-07-25	114	Billet à	1.5	autre
1686-07-25	25	Billet à	1	autre
1686-07-25	325	Billet à	0.75	parterre
1686-07-26	42	Billet à	3	première loge
1686-07-26	44	Billet à	1.5	autre
1686-07-26	7	Billet à	1	autre
1686-07-26	210	Billet à	0.75	parterre
1686-07-27	58	Billet à	3	première loge
1686-07-27	65	Billet à	1.5	autre
1686-07-27	11	Billet à	1	autre
1686-07-27	192	Billet à	0.75	parterre
1686-07-28	20	Billet à	3	première loge
1686-07-28	100	Billet à	1.5	autre
1686-07-28	24	Billet à	1	autre
1686-07-28	324	Billet à	0.75	parterre
1686-07-29	61	Billet à	3	première loge
1686-07-29	66	Billet à	1.5	autre
1686-07-29	2	Billet à	1	autre
1686-07-29	207	Billet à	0.75	parterre
1686-07-30	13	Billet à	3	première loge
1686-07-30	38	Billet à	1.5	autre
1686-07-30	4	Billet à	1	autre
1686-07-30	155	Billet à	0.75	parterre
1686-07-31	148	Billet à	3	première loge
1686-07-31	200	Billet à	1.5	autre
1686-07-31	50	Billet à	1	autre
1686-07-31	467	Billet à	0.75	parterre
1686-08-01	16	Billet à	3	première loge
1686-08-01	58	Billet à	1.5	autre
1686-08-01	6	Billet à	1	autre
1686-08-01	217	Billet à	0.75	parterre
1686-08-02	107	Billet à	3	première loge
1686-08-02	104	Billet à	1.5	autre
1686-08-02	29	Billet à	1	autre
1686-08-02	356	Billet à	0.75	parterre
1686-08-02	1	Irregular Receipts	33	autre
1686-08-03	14	Billet à	3	première loge
1686-08-03	44	Billet à	1.5	autre
1686-08-03	8	Billet à	1	autre
1686-08-03	230	Billet à	0.75	parterre
1686-08-04	166	Billet à	3	première loge
1686-08-04	188	Billet à	1.5	autre
1686-08-04	58	Billet à	1	autre
1686-08-04	475	Billet à	0.75	parterre
1686-08-04	3	Irregular Receipts	31	autre
1686-08-05	42	Billet à	3	première loge
1686-08-05	62	Billet à	1.5	autre
1686-08-05	14	Billet à	1	autre
1686-08-05	248	Billet à	0.75	parterre
1686-08-06	137	Billet à	3	première loge
1686-08-06	117	Billet à	1.5	autre
1686-08-06	14	Billet à	1	autre
1686-08-06	334	Billet à	0.75	parterre
1686-08-07	26	Billet à	3	première loge
1686-08-07	71	Billet à	1.5	autre
1686-08-07	11	Billet à	1	autre
1686-08-07	236	Billet à	0.75	parterre
1686-08-08	154	Billet à	3	première loge
1686-08-08	164	Billet à	1.5	autre
1686-08-08	20	Billet à	1	autre
1686-08-08	377	Billet à	0.75	parterre
1686-08-08	1	Irregular Receipts	12	autre
1686-08-09	29	Billet à	3	première loge
1686-08-09	43	Billet à	1.5	autre
1686-08-09	1	Billet à	1	autre
1686-08-09	176	Billet à	0.75	parterre
1686-08-09	1	Irregular Receipts	33	autre
1686-08-10	122	Billet à	3	première loge
1686-08-10	179	Billet à	1.5	autre
1686-08-10	29	Billet à	1	autre
1686-08-10	296	Billet à	0.75	parterre
1686-08-10	1	Irregular Receipts	33	autre
1686-08-10	1	Irregular Receipts 2	12	autre
1686-08-11	26	Billet à	3	première loge
1686-08-11	62	Billet à	1.5	autre
1686-08-11	24	Billet à	1	autre
1686-08-11	204	Billet à	0.75	parterre
1686-08-12	39	Billet à	3	première loge
1686-08-12	44	Billet à	1.5	autre
1686-08-12	11	Billet à	1	autre
1686-08-12	120	Billet à	0.75	parterre
1686-08-13	11	Billet à	3	première loge
1686-08-13	23	Billet à	1.5	autre
1686-08-13	1	Billet à	1	autre
1686-08-13	143	Billet à	0.75	parterre
1686-08-14	41	Billet à	3	première loge
1686-08-14	52	Billet à	1.5	autre
1686-08-14	3	Billet à	1	autre
1686-08-14	125	Billet à	0.75	parterre
1686-08-16	32	Billet à	3	première loge
1686-08-16	95	Billet à	1.5	autre
1686-08-16	16	Billet à	1	autre
1686-08-16	268	Billet à	0.75	parterre
1686-08-17	36	Billet à	3	première loge
1686-08-17	44	Billet à	1.5	autre
1686-08-17	8	Billet à	1	autre
1686-08-17	172	Billet à	0.75	parterre
1686-08-18	42	Billet à	3	première loge
1686-08-18	64	Billet à	1.5	autre
1686-08-18	13	Billet à	1	autre
1686-08-18	223	Billet à	0.75	parterre
1686-08-19	20	Billet à	3	première loge
1686-08-19	42	Billet à	1.5	autre
1686-08-19	4	Billet à	1	autre
1686-08-19	164	Billet à	0.75	parterre
1686-08-20	23	Billet à	3	première loge
1686-08-20	32	Billet à	1.5	autre
1686-08-20	3	Billet à	1	autre
1686-08-20	192	Billet à	0.75	parterre
1686-08-21	17	Billet à	3	première loge
1686-08-21	55	Billet à	1.5	autre
1686-08-21	2	Billet à	1	autre
1686-08-21	120	Billet à	0.75	parterre
1686-08-22	61	Billet à	3	première loge
1686-08-22	44	Billet à	1.5	autre
1686-08-22	9	Billet à	1	autre
1686-08-22	132	Billet à	0.75	parterre
1686-08-22	1	Irregular Receipts	33	autre
1686-08-23	53	Billet à	3	première loge
1686-08-23	97	Billet à	1.5	autre
1686-08-23	6	Billet à	1	autre
1686-08-23	264	Billet à	0.75	parterre
1686-08-24	46	Billet à	3	première loge
1686-08-24	152	Billet à	1.5	autre
1686-08-24	41	Billet à	1	autre
1686-08-24	419	Billet à	0.75	parterre
1686-08-25	65	Billet à	3	première loge
1686-08-25	116	Billet à	1.5	autre
1686-08-25	36	Billet à	1	autre
1686-08-25	265	Billet à	0.75	parterre
1686-08-26	21	Billet à	3	première loge
1686-08-26	12	Billet à	1.5	autre
1686-08-26	2	Billet à	1	autre
1686-08-26	85	Billet à	0.75	parterre
1686-08-27	44	Billet à	3	première loge
1686-08-27	58	Billet à	1.5	autre
1686-08-27	7	Billet à	1	autre
1686-08-27	278	Billet à	0.75	parterre
1686-08-28	11	Billet à	3	première loge
1686-08-28	32	Billet à	1.5	autre
1686-08-28	6	Billet à	1	autre
1686-08-28	142	Billet à	0.75	parterre
1686-08-29	44	Billet à	3	première loge
1686-08-29	27	Billet à	1.5	autre
1686-08-29	6	Billet à	1	autre
1686-08-29	121	Billet à	0.75	parterre
1686-08-30	49	Billet à	3	première loge
1686-08-30	70	Billet à	1.5	autre
1686-08-30	16	Billet à	1	autre
1686-08-30	332	Billet à	0.75	parterre
1686-08-31	21	Billet à	3	première loge
1686-08-31	36	Billet à	1.5	autre
1686-08-31	2	Billet à	1	autre
1686-08-31	100	Billet à	0.75	parterre
1686-09-01	36	Billet à	3	première loge
1686-09-01	124	Billet à	1.5	autre
1686-09-01	21	Billet à	1	autre
1686-09-01	263	Billet à	0.75	parterre
1686-09-02	39	Billet à	3	première loge
1686-09-02	64	Billet à	1.5	autre
1686-09-02	12	Billet à	1	autre
1686-09-02	189	Billet à	0.75	parterre
1686-09-03	13	Billet à	3	première loge
1686-09-03	32	Billet à	1.5	autre
1686-09-03	5	Billet à	1	autre
1686-09-03	183	Billet à	0.75	parterre
1686-09-04	90	Billet à	3	première loge
1686-09-04	44	Billet à	1.5	autre
1686-09-04	5	Billet à	1	autre
1686-09-04	95	Billet à	0.75	parterre
1686-09-04	1	Irregular Receipts	23	autre
1686-09-05	37	Billet à	3	première loge
1686-09-05	25	Billet à	1.5	autre
1686-09-05	12	Billet à	1	autre
1686-09-05	212	Billet à	0.75	parterre
1686-09-06	64	Billet à	3	première loge
1686-09-06	81	Billet à	1.5	autre
1686-09-06	13	Billet à	1	autre
1686-09-06	225	Billet à	0.75	parterre
1686-09-06	1	Irregular Receipts	24	autre
1686-09-07	29	Billet à	3	première loge
1686-09-07	39	Billet à	1.5	autre
1686-09-07	7	Billet à	1	autre
1686-09-07	167	Billet à	0.75	parterre
1686-09-09	25	Billet à	3	première loge
1686-09-09	77	Billet à	1.5	autre
1686-09-09	9	Billet à	1	autre
1686-09-09	150	Billet à	0.75	parterre
1686-09-10	60	Billet à	3	première loge
1686-09-10	76	Billet à	1.5	autre
1686-09-10	10	Billet à	1	autre
1686-09-10	210	Billet à	0.75	parterre
1686-09-11	40	Billet à	3	première loge
1686-09-11	57	Billet à	1.5	autre
1686-09-11	2	Billet à	1	autre
1686-09-11	204	Billet à	0.75	parterre
1686-09-12	155	Billet à	3	première loge
1686-09-12	221	Billet à	1.5	autre
1686-09-12	115	Billet à	1	autre
1686-09-12	448	Billet à	0.75	parterre
1686-09-13	72	Billet à	3	première loge
1686-09-13	87	Billet à	1.5	autre
1686-09-13	10	Billet à	1	autre
1686-09-13	225	Billet à	0.75	parterre
1686-09-14	14	Billet à	3	première loge
1686-09-14	24	Billet à	1.5	autre
1686-09-14	5	Billet à	1	autre
1686-09-14	73	Billet à	0.75	parterre
1686-09-15	100	Billet à	3	première loge
1686-09-15	116	Billet à	1.5	autre
1686-09-15	25	Billet à	1	autre
1686-09-15	214	Billet à	0.75	parterre
1686-09-16	7	Billet à	3	première loge
1686-09-16	22	Billet à	1.5	autre
1686-09-16	6	Billet à	1	autre
1686-09-16	133	Billet à	0.75	parterre
1686-09-17	19	Billet à	3	première loge
1686-09-17	23	Billet à	1.5	autre
1686-09-17	9	Billet à	1	autre
1686-09-17	96	Billet à	0.75	parterre
1686-09-18	92	Billet à	3	première loge
1686-09-18	172	Billet à	1.5	autre
1686-09-18	95	Billet à	1	autre
1686-09-18	452	Billet à	0.75	parterre
1686-09-19	9	Billet à	3	première loge
1686-09-19	27	Billet à	1.5	autre
1686-09-19	10	Billet à	1	autre
1686-09-19	136	Billet à	0.75	parterre
1686-09-20	15	Billet à	3	première loge
1686-09-20	60	Billet à	1.5	autre
1686-09-20	4	Billet à	1	autre
1686-09-20	169	Billet à	0.75	parterre
1686-09-21	43	Billet à	3	première loge
1686-09-21	82	Billet à	1.5	autre
1686-09-21	22	Billet à	1	autre
1686-09-21	265	Billet à	0.75	parterre
1686-09-22	53	Billet à	3	première loge
1686-09-22	126	Billet à	1.5	autre
1686-09-22	12	Billet à	1	autre
1686-09-22	259	Billet à	0.75	parterre
1686-09-23	23	Billet à	3	première loge
1686-09-23	68	Billet à	1.5	autre
1686-09-23	4	Billet à	1	autre
1686-09-23	163	Billet à	0.75	parterre
1686-09-24	11	Billet à	3	première loge
1686-09-24	37	Billet à	1.5	autre
1686-09-24	6	Billet à	1	autre
1686-09-24	193	Billet à	0.75	parterre
1686-09-25	31	Billet à	3	première loge
1686-09-25	86	Billet à	1.5	autre
1686-09-25	6	Billet à	1	autre
1686-09-25	142	Billet à	0.75	parterre
1686-09-26	8	Billet à	3	première loge
1686-09-26	56	Billet à	1.5	autre
1686-09-26	6	Billet à	1	autre
1686-09-26	214	Billet à	0.75	parterre
1686-09-27	21	Billet à	3	première loge
1686-09-27	36	Billet à	1.5	autre
1686-09-27	10	Billet à	1	autre
1686-09-27	165	Billet à	0.75	parterre
1686-09-28	19	Billet à	3	première loge
1686-09-28	50	Billet à	1.5	autre
1686-09-28	1	Billet à	1	autre
1686-09-28	219	Billet à	0.75	parterre
1686-09-29	59	Billet à	3	première loge
1686-09-29	71	Billet à	1.5	autre
1686-09-29	24	Billet à	1	autre
1686-09-29	255	Billet à	0.75	parterre
1686-09-30	11	Billet à	3	première loge
1686-09-30	28	Billet à	1.5	autre
1686-09-30	11	Billet à	1	autre
1686-09-30	188	Billet à	0.75	parterre
1686-09-30	1	Irregular Receipts	20	autre
1686-10-01	24	Billet à	3	première loge
1686-10-01	32	Billet à	1.5	autre
1686-10-01	12	Billet à	1	autre
1686-10-01	241	Billet à	0.75	parterre
1686-10-02	30	Billet à	3	première loge
1686-10-02	56	Billet à	1.5	autre
1686-10-02	8	Billet à	1	autre
1686-10-02	264	Billet à	0.75	parterre
1686-10-03	18	Billet à	3	première loge
1686-10-03	48	Billet à	1.5	autre
1686-10-03	2	Billet à	1	autre
1686-10-03	178	Billet à	0.75	parterre
1686-10-04	17	Billet à	3	première loge
1686-10-04	55	Billet à	1.5	autre
1686-10-04	9	Billet à	1	autre
1686-10-04	264	Billet à	0.75	parterre
1686-10-05	49	Billet à	3	première loge
1686-10-05	63	Billet à	1.5	autre
1686-10-05	9	Billet à	1	autre
1686-10-05	178	Billet à	0.75	parterre
1686-10-06	21	Billet à	3	première loge
1686-10-06	96	Billet à	1.5	autre
1686-10-06	19	Billet à	1	autre
1686-10-06	262	Billet à	0.75	parterre
1686-10-07	14	Billet à	3	première loge
1686-10-07	47	Billet à	1.5	autre
1686-10-07	6	Billet à	1	autre
1686-10-07	175	Billet à	0.75	parterre
1686-10-08	15	Billet à	3	première loge
1686-10-08	45	Billet à	1.5	autre
1686-10-08	9	Billet à	1	autre
1686-10-08	171	Billet à	0.75	parterre
1686-10-09	83	Billet à	3	première loge
1686-10-09	208	Billet à	1.5	autre
1686-10-09	76	Billet à	1	autre
1686-10-09	439	Billet à	0.75	parterre
1686-10-10	51	Billet à	3	première loge
1686-10-10	70	Billet à	1.5	autre
1686-10-10	7	Billet à	1	autre
1686-10-10	159	Billet à	0.75	parterre
1686-10-11	20	Billet à	3	première loge
1686-10-11	38	Billet à	1.5	autre
1686-10-11	14	Billet à	1	autre
1686-10-11	214	Billet à	0.75	parterre
1686-10-12	34	Billet à	3	première loge
1686-10-12	32	Billet à	1.5	autre
1686-10-12	8	Billet à	1	autre
1686-10-12	166	Billet à	0.75	parterre
1686-10-13	12	Billet à	3	première loge
1686-10-13	77	Billet à	1.5	autre
1686-10-13	34	Billet à	1	autre
1686-10-13	277	Billet à	0.75	parterre
1686-10-14	13	Billet à	3	première loge
1686-10-14	61	Billet à	1.5	autre
1686-10-14	11	Billet à	1	autre
1686-10-14	158	Billet à	0.75	parterre
1686-10-14	1	Irregular Receipts	11	autre
1686-10-15	20	Billet à	3	première loge
1686-10-15	34	Billet à	1.5	autre
1686-10-15	21	Billet à	1	autre
1686-10-15	218	Billet à	0.75	parterre
1686-10-16	52	Billet à	3	première loge
1686-10-16	83	Billet à	1.5	autre
1686-10-16	23	Billet à	1	autre
1686-10-16	340	Billet à	0.75	parterre
1686-10-17	61	Billet à	3	première loge
1686-10-17	71	Billet à	1.5	autre
1686-10-17	18	Billet à	1	autre
1686-10-17	254	Billet à	0.75	parterre
1686-10-18	18	Billet à	3	première loge
1686-10-18	36	Billet à	1.5	autre
1686-10-18	14	Billet à	1	autre
1686-10-18	231	Billet à	0.75	parterre
1686-10-19	29	Billet à	3	première loge
1686-10-19	44	Billet à	1.5	autre
1686-10-19	22	Billet à	1	autre
1686-10-19	184	Billet à	0.75	parterre
1686-10-20	29	Billet à	3	première loge
1686-10-20	103	Billet à	1.5	autre
1686-10-20	32	Billet à	1	autre
1686-10-20	346	Billet à	0.75	parterre
1686-10-21	22	Billet à	3	première loge
1686-10-21	49	Billet à	1.5	autre
1686-10-21	13	Billet à	1	autre
1686-10-21	176	Billet à	0.75	parterre
1686-10-22	30	Billet à	3	première loge
1686-10-22	177	Billet à	1.5	autre
1686-10-22	73	Billet à	1	autre
1686-10-22	467	Billet à	0.75	parterre
1686-10-23	39	Billet à	3	première loge
1686-10-23	44	Billet à	1.5	autre
1686-10-23	10	Billet à	1	autre
1686-10-23	173	Billet à	0.75	parterre
1686-10-24	48	Billet à	3	première loge
1686-10-24	62	Billet à	1.5	autre
1686-10-24	27	Billet à	1	autre
1686-10-24	274	Billet à	0.75	parterre
1686-10-25	14	Billet à	3	première loge
1686-10-25	41	Billet à	1.5	autre
1686-10-25	8	Billet à	1	autre
1686-10-25	212	Billet à	0.75	parterre
1686-10-26	22	Billet à	3	première loge
1686-10-26	49	Billet à	1.5	autre
1686-10-26	16	Billet à	1	autre
1686-10-26	255	Billet à	0.75	parterre
1686-10-26	1	Irregular Receipts	1.5	autre
1686-10-27	31	Billet à	3	première loge
1686-10-27	122	Billet à	1.5	autre
1686-10-27	39	Billet à	1	autre
1686-10-27	295	Billet à	0.75	parterre
1686-10-28	52	Billet à	3	première loge
1686-10-28	123	Billet à	1.5	autre
1686-10-28	34	Billet à	1	autre
1686-10-28	313	Billet à	0.75	parterre
1686-10-29	17	Billet à	3	première loge
1686-10-29	29	Billet à	1.5	autre
1686-10-29	3	Billet à	1	autre
1686-10-29	159	Billet à	0.75	parterre
1686-10-30	47	Billet à	3	première loge
1686-10-30	97	Billet à	1.5	autre
1686-10-30	34	Billet à	1	autre
1686-10-30	338	Billet à	0.75	parterre
1686-10-31	20	Billet à	3	première loge
1686-10-31	40	Billet à	1.5	autre
1686-10-31	10	Billet à	1	autre
1686-10-31	130	Billet à	0.75	parterre
1686-11-02	45	Billet à	3	première loge
1686-11-02	97	Billet à	1.5	autre
1686-11-02	39	Billet à	1	autre
1686-11-02	385	Billet à	0.75	parterre
1686-11-03	39	Billet à	3	première loge
1686-11-03	75	Billet à	1.5	autre
1686-11-03	14	Billet à	1	autre
1686-11-03	245	Billet à	0.75	parterre
1686-11-04	20	Billet à	3	première loge
1686-11-04	35	Billet à	1.5	autre
1686-11-04	5	Billet à	1	autre
1686-11-04	95	Billet à	0.75	parterre
1686-11-05	8	Billet à	3	première loge
1686-11-05	5	Billet à	1.5	autre
1686-11-05	4	Billet à	1	autre
1686-11-05	177	Billet à	0.75	parterre
1686-11-06	30	Billet à	3	première loge
1686-11-06	47	Billet à	1.5	autre
1686-11-06	8	Billet à	1	autre
