date	sold	raw_section	price	section
1680-04-30	25	Theatre	3	autre
1680-04-30	25	Premieres loges	3	première loge
1680-04-30	51	Secondes Loges	1.5	autre
1680-04-30	2	Troisiemes Loges	1	autre
1680-04-30	134	Parterre	0.75	parterre
1680-05-03	51	Theatre	3	autre
1680-05-03	1	Premieres loges	44	première loge
1680-05-03	79	Secondes Loges	1.5	autre
1680-05-03	4	Troisiemes Loges	1	autre
1680-05-03	207	Parterre	0.75	parterre
1680-05-05	20	Theatre	3	autre
1680-05-05	18	Premieres loges	3	première loge
1680-05-05	1	Amphitheatre/Loges	22	autre
1680-05-05	77	Secondes Loges	1.5	autre
1680-05-05	7	Troisiemes Loges	1	autre
1680-05-05	199	Parterre	0.75	parterre
1680-05-07	37	Theatre	3	autre
1680-05-07	1	Premieres loges	66	première loge
1680-05-07	83	Secondes Loges	1.5	autre
1680-05-07	7	Troisiemes Loges	1	autre
1680-05-07	157	Parterre	0.75	parterre
1680-05-07	1	Irregular Receipts	22	autre
1680-05-10	14	Theatre	3	autre
1680-05-10	16	Premieres loges	3	première loge
1680-05-10	63	Secondes Loges	1.5	autre
1680-05-10	9	Troisiemes Loges	1	autre
1680-05-10	124	Parterre	0.75	parterre
1680-05-12	20	Theatre	3	autre
1680-05-12	19	Premieres loges	3	première loge
1680-05-12	69	Secondes Loges	1.5	autre
1680-05-12	8	Troisiemes Loges	1	autre
1680-05-12	171	Parterre	0.75	parterre
1680-05-14	14	Theatre	3	autre
1680-05-14	13	Premieres loges	3	première loge
1680-05-14	31	Secondes Loges	1.5	autre
1680-05-14	2	Troisiemes Loges	1	autre
1680-05-14	134	Parterre	0.75	parterre
1680-05-15	25	Theatre	3	autre
1680-05-15	8	Premieres loges	3	première loge
1680-05-15	38	Secondes Loges	1.5	autre
1680-05-15	2	Troisiemes Loges	1	autre
1680-05-15	194	Parterre	0.75	parterre
1680-05-16	11	Theatre	3	autre
1680-05-16	8	Premieres loges	3	première loge
1680-05-16	75	Secondes Loges	1.5	autre
1680-05-16	10	Troisiemes Loges	1	autre
1680-05-16	260	Parterre	0.75	parterre
1680-05-17	40	Theatre	3	autre
1680-05-17	34	Premieres loges	3	première loge
1680-05-17	50	Secondes Loges	1.5	autre
1680-05-17	8	Troisiemes Loges	1	autre
1680-05-17	210	Parterre	0.75	parterre
1680-05-18	60	Theatre	3	autre
1680-05-18	38	Premieres loges	3	première loge
1680-05-18	83	Secondes Loges	1.5	autre
1680-05-18	13	Troisiemes Loges	1	autre
1680-05-18	327	Parterre	0.75	parterre
1680-05-19	30	Theatre	3	autre
1680-05-19	14	Premieres loges	3	première loge
1680-05-19	57	Secondes Loges	1.5	autre
1680-05-19	23	Troisiemes Loges	1	autre
1680-05-19	205	Parterre	0.75	parterre
1680-05-20	10	Theatre	3	autre
1680-05-20	8	Premieres loges	3	première loge
1680-05-20	48	Secondes Loges	1.5	autre
1680-05-20	11	Troisiemes Loges	1	autre
1680-05-20	188	Parterre	0.75	parterre
1680-05-21	20	Theatre	3	autre
1680-05-21	13	Premieres loges	3	première loge
1680-05-21	46	Secondes Loges	1.5	autre
1680-05-21	2	Troisiemes Loges	1	autre
1680-05-21	121	Parterre	0.75	parterre
1680-05-22	20	Theatre	3	autre
1680-05-22	17	Premieres loges	3	première loge
1680-05-22	1	Amphitheatre/Loges	3	autre
1680-05-22	66	Secondes Loges	1.5	autre
1680-05-22	6	Troisiemes Loges	1	autre
1680-05-22	192	Parterre	0.75	parterre
1680-05-23	48	Theatre	3	autre
1680-05-23	21	Premieres loges	3	première loge
1680-05-23	83	Secondes Loges	1.5	autre
1680-05-23	3	Troisiemes Loges	1	autre
1680-05-23	223	Parterre	0.75	parterre
1680-05-24	50	Theatre	3	autre
1680-05-24	22	Premieres loges	3	première loge
1680-05-24	1	Amphitheatre/Loges	44	autre
1680-05-24	82	Secondes Loges	1.5	autre
1680-05-24	13	Troisiemes Loges	1	autre
1680-05-24	310	Parterre	0.75	parterre
1680-05-25	40	Theatre	3	autre
1680-05-25	26	Premieres loges	3	première loge
1680-05-25	1	Amphitheatre/Loges	44	autre
1680-05-25	68	Secondes Loges	1.5	autre
1680-05-25	195	Parterre	0.75	parterre
1680-05-26	34	Theatre	3	autre
1680-05-26	33	Premieres loges	3	première loge
1680-05-26	88	Secondes Loges	1.5	autre
1680-05-26	21	Troisiemes Loges	1	autre
1680-05-26	357	Parterre	0.75	parterre
1680-05-27	30	Theatre	3	autre
1680-05-27	11	Premieres loges	3	première loge
1680-05-27	72	Secondes Loges	1.5	autre
1680-05-27	236	Parterre	0.75	parterre
1680-05-28	20	Theatre	3	autre
1680-05-28	18	Premieres loges	3	première loge
1680-05-28	64	Secondes Loges	1.5	autre
1680-05-28	1	Troisiemes Loges	1	autre
1680-05-28	161	Parterre	0.75	parterre
1680-05-29	18	Theatre	3	autre
1680-05-29	6	Premieres loges	3	première loge
1680-05-29	46	Secondes Loges	1.5	autre
1680-05-29	6	Troisiemes Loges	1	autre
1680-05-29	196	Parterre	0.75	parterre
1680-05-31	69	Theatre	5.5	autre
1680-05-31	40	Premieres loges	5.5	première loge
1680-05-31	2	Amphitheatre/Loges	44	autre
1680-05-31	99	Secondes Loges	3	autre
1680-05-31	24	Troisiemes Loges	1.5	autre
1680-05-31	273	Parterre	1.5	parterre
1680-06-01	15	Theatre	3	autre
1680-06-01	8	Premieres loges	3	première loge
1680-06-01	28	Secondes Loges	1.5	autre
1680-06-01	3	Troisiemes Loges	1	autre
1680-06-01	133	Parterre	0.75	parterre
1680-06-02	27	Theatre	5.5	autre
1680-06-02	18	Premieres loges	5.5	première loge
1680-06-02	59	Secondes Loges	3	autre
1680-06-02	10	Troisiemes Loges	1.5	autre
1680-06-02	102	Parterre	1.5	parterre
1680-06-03	39	Theatre	3	autre
1680-06-03	10	Premieres loges	3	première loge
1680-06-03	38	Secondes Loges	1.5	autre
1680-06-03	8	Troisiemes Loges	1	autre
1680-06-03	200	Parterre	0.75	parterre
1680-06-04	16	Theatre	5.5	autre
1680-06-04	8	Premieres loges	5.5	première loge
1680-06-04	27	Secondes Loges	3	autre
1680-06-04	6	Troisiemes Loges	1.5	autre
1680-06-04	70	Parterre	1.5	parterre
1680-06-05	30	Theatre	3	autre
1680-06-05	14	Premieres loges	3	première loge
1680-06-05	63	Secondes Loges	1.5	autre
1680-06-05	152	Parterre	0.75	parterre
1680-06-06	8	Theatre	3	autre
1680-06-06	15	Premieres loges	3	première loge
1680-06-06	46	Secondes Loges	1.5	autre
1680-06-06	2	Troisiemes Loges	1	autre
1680-06-06	201	Parterre	0.75	parterre
1680-06-07	20	Theatre	3	autre
1680-06-07	16	Premieres loges	3	première loge
1680-06-07	51	Secondes Loges	1.5	autre
1680-06-07	4	Troisiemes Loges	1	autre
1680-06-07	249	Parterre	0.75	parterre
1680-06-10	30	Theatre	3	autre
1680-06-10	16	Premieres loges	3	première loge
1680-06-10	72	Secondes Loges	1.5	autre
1680-06-10	23	Troisiemes Loges	1	autre
1680-06-10	360	Parterre	0.75	parterre
1680-06-11	16	Theatre	3	autre
1680-06-11	14	Premieres loges	3	première loge
1680-06-11	93	Secondes Loges	1.5	autre
1680-06-11	15	Troisiemes Loges	1	autre
1680-06-11	283	Parterre	0.75	parterre
1680-06-12	25	Theatre	3	autre
1680-06-12	6	Premieres loges	3	première loge
1680-06-12	1	Amphitheatre/Loges	44	autre
1680-06-12	52	Secondes Loges	1.5	autre
1680-06-12	3	Troisiemes Loges	1	autre
1680-06-12	171	Parterre	0.75	parterre
1680-06-13	46	Theatre	3	autre
1680-06-13	28	Premieres loges	3	première loge
1680-06-13	3	Amphitheatre/Loges	44	autre
1680-06-13	84	Secondes Loges	1.5	autre
1680-06-13	6	Troisiemes Loges	1	autre
1680-06-13	284	Parterre	0.75	parterre
1680-06-14	20	Theatre	3	autre
1680-06-14	12	Premieres loges	3	première loge
1680-06-14	56	Secondes Loges	1.5	autre
1680-06-14	18	Troisiemes Loges	1	autre
1680-06-14	294	Parterre	0.75	parterre
1680-06-15	50	Theatre	3	autre
1680-06-15	19	Premieres loges	3	première loge
1680-06-15	67	Secondes Loges	1.5	autre
1680-06-15	1	Troisiemes Loges	1	autre
1680-06-15	202	Parterre	0.75	parterre
1680-06-16	30	Theatre	3	autre
1680-06-16	29	Premieres loges	3	première loge
1680-06-16	88	Secondes Loges	1.5	autre
1680-06-16	17	Troisiemes Loges	1	autre
1680-06-16	309	Parterre	0.75	parterre
1680-06-17	50	Theatre	3	autre
1680-06-17	29	Premieres loges	3	première loge
1680-06-17	74	Secondes Loges	1.5	autre
1680-06-17	12	Troisiemes Loges	1	autre
1680-06-17	292	Parterre	0.75	parterre
1680-06-18	27	Theatre	3	autre
1680-06-18	18	Premieres loges	3	première loge
1680-06-18	47	Secondes Loges	1.5	autre
1680-06-18	1	Troisiemes Loges	1	autre
1680-06-18	192	Parterre	0.75	parterre
1680-06-19	26	Theatre	3	autre
1680-06-19	14	Premieres loges	3	première loge
1680-06-19	60	Secondes Loges	1.5	autre
1680-06-19	3	Troisiemes Loges	1	autre
1680-06-19	162	Parterre	0.75	parterre
1680-06-21	35	Theatre	3	autre
1680-06-21	20	Premieres loges	3	première loge
1680-06-21	1	Amphitheatre/Loges	22	autre
1680-06-21	83	Secondes Loges	1.5	autre
1680-06-21	22	Troisiemes Loges	1	autre
1680-06-21	362	Parterre	0.75	parterre
1680-06-22	43	Theatre	3	autre
1680-06-22	20	Premieres loges	3	première loge
1680-06-22	52	Secondes Loges	1.5	autre
1680-06-22	7	Troisiemes Loges	1	autre
1680-06-22	170	Parterre	0.75	parterre
1680-06-23	52	Theatre	3	autre
1680-06-23	40	Premieres loges	3	première loge
1680-06-23	118	Secondes Loges	1.5	autre
1680-06-23	18	Troisiemes Loges	1	autre
1680-06-23	352	Parterre	0.75	parterre
1680-06-24	58	Theatre	3	autre
1680-06-24	40	Premieres loges	3	première loge
1680-06-24	1	Amphitheatre/Loges	44	autre
1680-06-24	131	Secondes Loges	1.5	autre
1680-06-24	23	Troisiemes Loges	1	autre
1680-06-24	375	Parterre	0.75	parterre
1680-06-25	30	Theatre	3	autre
1680-06-25	28	Premieres loges	3	première loge
1680-06-25	62	Secondes Loges	1.5	autre
1680-06-25	13	Troisiemes Loges	1	autre
1680-06-25	264	Parterre	0.75	parterre
1680-06-26	18	Theatre	3	autre
1680-06-26	18	Premieres loges	3	première loge
1680-06-26	64	Secondes Loges	1.5	autre
1680-06-26	6	Troisiemes Loges	1	autre
1680-06-26	175	Parterre	0.75	parterre
1680-06-27	30	Theatre	3	autre
1680-06-27	22	Premieres loges	3	première loge
1680-06-27	76	Secondes Loges	1.5	autre
1680-06-27	16	Troisiemes Loges	1	autre
1680-06-27	288	Parterre	0.75	parterre
1680-06-28	30	Theatre	3	autre
1680-06-28	22	Premieres loges	3	première loge
1680-06-28	52	Secondes Loges	1.5	autre
1680-06-28	9	Troisiemes Loges	1	autre
1680-06-28	169	Parterre	0.75	parterre
1680-06-29	64	Theatre	3	autre
1680-06-29	40	Premieres loges	3	première loge
1680-06-29	179	Secondes Loges	1.5	autre
1680-06-29	20	Troisiemes Loges	1	autre
1680-06-29	380	Parterre	0.75	parterre
1680-06-30	45	Theatre	3	autre
1680-06-30	20	Premieres loges	3	première loge
1680-06-30	118	Secondes Loges	1.5	autre
1680-06-30	15	Troisiemes Loges	1	autre
1680-06-30	297	Parterre	0.75	parterre
1680-07-01	25	Theatre	3	autre
1680-07-01	20	Premieres loges	3	première loge
1680-07-01	58	Secondes Loges	1.5	autre
1680-07-01	11	Troisiemes Loges	1	autre
1680-07-01	177	Parterre	0.75	parterre
1680-07-02	26	Theatre	3	autre
1680-07-02	20	Premieres loges	3	première loge
1680-07-02	96	Secondes Loges	1.5	autre
1680-07-02	22	Troisiemes Loges	1	autre
1680-07-02	348	Parterre	0.75	parterre
1680-07-03	30	Theatre	3	autre
1680-07-03	10	Premieres loges	3	première loge
1680-07-03	1	Amphitheatre/Loges	3	autre
1680-07-03	48	Secondes Loges	1.5	autre
1680-07-03	10	Troisiemes Loges	1	autre
1680-07-03	171	Parterre	0.75	parterre
1680-07-04	30	Theatre	3	autre
1680-07-04	17	Premieres loges	3	première loge
1680-07-04	55	Secondes Loges	1.5	autre
1680-07-04	1	Troisiemes Loges	1	autre
1680-07-04	167	Parterre	0.75	parterre
1680-07-05	9	Theatre	3	autre
1680-07-05	7	Premieres loges	3	première loge
1680-07-05	59	Secondes Loges	1.5	autre
1680-07-05	9	Troisiemes Loges	1	autre
1680-07-05	131	Parterre	0.75	parterre
1680-07-06	10	Theatre	3	autre
1680-07-06	17	Secondes Loges	1.5	autre
1680-07-06	2	Troisiemes Loges	1	autre
1680-07-06	81	Parterre	0.75	parterre
1680-07-07	18	Theatre	3	autre
1680-07-07	10	Premieres loges	3	première loge
1680-07-07	63	Secondes Loges	1.5	autre
1680-07-07	16	Troisiemes Loges	1	autre
1680-07-07	241	Parterre	0.75	parterre
1680-07-09	40	Theatre	3	autre
1680-07-09	7	Premieres loges	3	première loge
1680-07-09	43	Secondes Loges	1.5	autre
1680-07-09	6	Troisiemes Loges	1	autre
1680-07-09	214	Parterre	0.75	parterre
1680-07-12	36	Theatre	3	autre
1680-07-12	20	Premieres loges	3	première loge
1680-07-12	66	Secondes Loges	1.5	autre
1680-07-12	10	Troisiemes Loges	1	autre
1680-07-12	245	Parterre	0.75	parterre
1680-07-14	80	Theatre	3	autre
1680-07-14	29	Premieres loges	3	première loge
1680-07-14	1	Amphitheatre/Loges	44	autre
1680-07-14	135	Secondes Loges	1.5	autre
1680-07-14	17	Troisiemes Loges	1	autre
1680-07-14	327	Parterre	0.75	parterre
1680-07-16	17	Theatre	3	autre
1680-07-16	11	Premieres loges	3	première loge
1680-07-16	67	Secondes Loges	1.5	autre
1680-07-16	15	Troisiemes Loges	1	autre
1680-07-16	253	Parterre	0.75	parterre
1680-07-19	40	Theatre	3	autre
1680-07-19	21	Premieres loges	3	première loge
1680-07-19	49	Secondes Loges	1.5	autre
1680-07-19	2	Troisiemes Loges	1	autre
1680-07-19	201	Parterre	0.75	parterre
1680-07-21	40	Theatre	3	autre
1680-07-21	26	Premieres loges	3	première loge
1680-07-21	1	Amphitheatre/Loges	44	autre
1680-07-21	96	Secondes Loges	1.5	autre
1680-07-21	16	Troisiemes Loges	1	autre
1680-07-21	214	Parterre	0.75	parterre
1680-07-23	11	Theatre	3	autre
1680-07-23	8	Premieres loges	3	première loge
1680-07-23	1	Amphitheatre/Loges	12	autre
1680-07-23	53	Secondes Loges	1.5	autre
1680-07-23	4	Troisiemes Loges	1	autre
1680-07-23	125	Parterre	0.75	parterre
1680-07-26	20	Theatre	3	autre
1680-07-26	12	Premieres loges	3	première loge
1680-07-26	28	Secondes Loges	1.5	autre
1680-07-26	9	Troisiemes Loges	1	autre
1680-07-26	114	Parterre	0.75	parterre
1680-07-28	23	Theatre	3	autre
1680-07-28	10	Premieres loges	3	première loge
1680-07-28	62	Secondes Loges	1.5	autre
1680-07-28	10	Troisiemes Loges	1	autre
1680-07-28	251	Parterre	0.75	parterre
1680-07-30	23	Theatre	3	autre
1680-07-30	12	Premieres loges	3	première loge
1680-07-30	74	Secondes Loges	1.5	autre
1680-07-30	9	Troisiemes Loges	1	autre
1680-07-30	273	Parterre	0.75	parterre
1680-08-02	20	Theatre	3	autre
1680-08-02	12	Premieres loges	3	première loge
1680-08-02	51	Secondes Loges	1.5	autre
1680-08-02	4	Troisiemes Loges	1	autre
1680-08-02	178	Parterre	0.75	parterre
1680-08-04	37	Theatre	3	autre
1680-08-04	20	Premieres loges	3	première loge
1680-08-04	1	Amphitheatre/Loges	22	autre
1680-08-04	62	Secondes Loges	1.5	autre
1680-08-04	13	Troisiemes Loges	1	autre
1680-08-04	206	Parterre	0.75	parterre
1680-08-06	40	Theatre	3	autre
1680-08-06	26	Premieres loges	3	première loge
1680-08-06	51	Secondes Loges	1.5	autre
1680-08-06	11	Troisiemes Loges	1	autre
1680-08-06	265	Parterre	0.75	parterre
1680-08-09	70	Theatre	3	autre
1680-08-09	40	Premieres loges	3	première loge
1680-08-09	2	Amphitheatre/Loges	44	autre
1680-08-09	145	Secondes Loges	1.5	autre
1680-08-09	25	Troisiemes Loges	1	autre
1680-08-09	433	Parterre	0.75	parterre
1680-08-11	80	Theatre	3	autre
1680-08-11	34	Premieres loges	3	première loge
1680-08-11	111	Secondes Loges	1.5	autre
1680-08-11	14	Troisiemes Loges	1	autre
1680-08-11	374	Parterre	0.75	parterre
1680-08-13	40	Theatre	3	autre
1680-08-13	18	Premieres loges	3	première loge
1680-08-13	1	Amphitheatre/Loges	44	autre
1680-08-13	75	Secondes Loges	1.5	autre
1680-08-13	11	Troisiemes Loges	1	autre
1680-08-13	287	Parterre	0.75	parterre
1680-08-16	80	Theatre	3	autre
1680-08-16	37	Premieres loges	3	première loge
1680-08-16	153	Secondes Loges	1.5	autre
1680-08-16	23	Troisiemes Loges	1	autre
1680-08-16	369	Parterre	0.75	parterre
1680-08-18	55	Theatre	3	autre
1680-08-18	40	Premieres loges	3	première loge
1680-08-18	103	Secondes Loges	1.5	autre
1680-08-18	21	Troisiemes Loges	1	autre
1680-08-18	257	Parterre	0.75	parterre
1680-08-20	38	Theatre	3	autre
1680-08-20	23	Premieres loges	3	première loge
1680-08-20	57	Secondes Loges	1.5	autre
1680-08-20	6	Troisiemes Loges	1	autre
1680-08-20	225	Parterre	0.75	parterre
1680-08-23	74	Theatre	3	autre
1680-08-23	40	Premieres loges	3	première loge
1680-08-23	66	Secondes Loges	1.5	autre
1680-08-23	9	Troisiemes Loges	1	autre
1680-08-23	307	Parterre	0.75	parterre
1680-08-25	150	Theatre	3	autre
1680-08-25	55	Premieres loges	3	première loge
1680-08-25	215	Secondes Loges	1.5	autre
1680-08-25	72	Troisiemes Loges	1	autre
1680-08-25	553	Parterre	0.75	parterre
1680-08-26	60	Theatre	3	autre
1680-08-26	34	Premieres loges	3	première loge
1680-08-26	109	Secondes Loges	1.5	autre
1680-08-26	21	Troisiemes Loges	1	autre
1680-08-26	410	Parterre	0.75	parterre
1680-08-27	50	Theatre	3	autre
1680-08-27	39	Premieres loges	3	première loge
1680-08-27	96	Secondes Loges	1.5	autre
1680-08-27	30	Troisiemes Loges	1	autre
1680-08-27	411	Parterre	0.75	parterre
1680-08-28	53	Theatre	3	autre
1680-08-28	1	Premieres loges	44	première loge
1680-08-28	110	Secondes Loges	1.5	autre
1680-08-28	16	Troisiemes Loges	1	autre
1680-08-28	325	Parterre	0.75	parterre
1680-08-28	40	Irregular Receipts	3	autre
1680-08-29	50	Theatre	3	autre
1680-08-29	24	Premieres loges	3	première loge
1680-08-29	116	Secondes Loges	1.5	autre
1680-08-29	22	Troisiemes Loges	1	autre
1680-08-29	381	Parterre	0.75	parterre
1680-08-30	64	Theatre	3	autre
1680-08-30	40	Premieres loges	3	première loge
1680-08-30	1	Amphitheatre/Loges	22	autre
1680-08-30	85	Secondes Loges	1.5	autre
1680-08-30	9	Troisiemes Loges	1	autre
1680-08-30	241	Parterre	0.75	parterre
1680-08-31	30	Theatre	3	autre
1680-08-31	20	Premieres loges	3	première loge
1680-08-31	1	Amphitheatre/Loges	44	autre
1680-08-31	60	Secondes Loges	1.5	autre
1680-08-31	13	Troisiemes Loges	1	autre
1680-08-31	306	Parterre	0.75	parterre
1680-09-01	65	Theatre	3	autre
1680-09-01	20	Premieres loges	3	première loge
1680-09-01	3	Amphitheatre/Loges	44	autre
1680-09-01	101	Secondes Loges	1.5	autre
1680-09-01	9	Troisiemes Loges	1	autre
1680-09-01	285	Parterre	0.75	parterre
1680-09-02	40	Theatre	3	autre
1680-09-02	19	Premieres loges	3	première loge
1680-09-02	1	Amphitheatre/Loges	44	autre
1680-09-02	74	Secondes Loges	1.5	autre
1680-09-02	19	Troisiemes Loges	1	autre
1680-09-02	284	Parterre	0.75	parterre
1680-09-03	60	Theatre	3	autre
1680-09-03	31	Premieres loges	3	première loge
1680-09-03	2	Amphitheatre/Loges	44	autre
1680-09-03	58	Secondes Loges	1.5	autre
1680-09-03	11	Troisiemes Loges	1	autre
1680-09-03	212	Parterre	0.75	parterre
1680-09-04	40	Theatre	3	autre
1680-09-04	19	Premieres loges	3	première loge
1680-09-04	129	Secondes Loges	1.5	autre
1680-09-04	24	Troisiemes Loges	1	autre
1680-09-04	374	Parterre	0.75	parterre
1680-09-05	40	Theatre	3	autre
1680-09-05	24	Premieres loges	3	première loge
1680-09-05	80	Secondes Loges	1.5	autre
1680-09-05	7	Troisiemes Loges	1	autre
1680-09-05	194	Parterre	0.75	parterre
1680-09-06	42	Theatre	3	autre
1680-09-06	20	Premieres loges	3	première loge
1680-09-06	90	Secondes Loges	1.5	autre
1680-09-06	43	Troisiemes Loges	1	autre
1680-09-06	330	Parterre	0.75	parterre
1680-09-07	23	Theatre	3	autre
1680-09-07	1	Premieres loges	44	première loge
1680-09-07	42	Secondes Loges	1.5	autre
1680-09-07	4	Troisiemes Loges	1	autre
1680-09-07	135	Parterre	0.75	parterre
1680-09-09	20	Theatre	3	autre
1680-09-09	15	Premieres loges	3	première loge
1680-09-09	68	Secondes Loges	1.5	autre
1680-09-09	8	Troisiemes Loges	1	autre
1680-09-09	227	Parterre	0.75	parterre
1680-09-10	39	Theatre	3	autre
1680-09-10	25	Premieres loges	3	première loge
1680-09-10	54	Secondes Loges	1.5	autre
1680-09-10	6	Troisiemes Loges	1	autre
1680-09-10	148	Parterre	0.75	parterre
1680-09-11	50	Theatre	3	autre
1680-09-11	20	Premieres loges	3	première loge
1680-09-11	58	Secondes Loges	1.5	autre
1680-09-11	10	Troisiemes Loges	1	autre
1680-09-11	251	Parterre	0.75	parterre
1680-09-12	30	Theatre	3	autre
1680-09-12	20	Premieres loges	3	première loge
1680-09-12	72	Secondes Loges	1.5	autre
1680-09-12	9	Troisiemes Loges	1	autre
1680-09-12	211	Parterre	0.75	parterre
1680-09-13	60	Theatre	3	autre
1680-09-13	22	Premieres loges	3	première loge
1680-09-13	85	Secondes Loges	1.5	autre
1680-09-13	8	Troisiemes Loges	1	autre
1680-09-13	201	Parterre	0.75	parterre
1680-09-14	60	Theatre	3	autre
1680-09-14	25	Premieres loges	3	première loge
1680-09-14	54	Secondes Loges	1.5	autre
1680-09-14	13	Troisiemes Loges	1	autre
1680-09-14	224	Parterre	0.75	parterre
1680-09-15	72	Theatre	3	autre
1680-09-15	30	Premieres loges	3	première loge
1680-09-15	186	Secondes Loges	1.5	autre
1680-09-15	46	Troisiemes Loges	1	autre
1680-09-15	488	Parterre	0.75	parterre
1680-09-16	72	Theatre	3	autre
1680-09-16	1	Premieres loges	44	première loge
1680-09-16	95	Secondes Loges	1.5	autre
1680-09-16	16	Troisiemes Loges	1	autre
1680-09-16	237	Parterre	0.75	parterre
1680-09-16	15	Irregular Receipts	3	autre
1680-09-17	40	Theatre	3	autre
1680-09-17	20	Premieres loges	3	première loge
1680-09-17	49	Secondes Loges	1.5	autre
1680-09-17	6	Troisiemes Loges	1	autre
1680-09-17	182	Parterre	0.75	parterre
1680-09-18	47	Theatre	3	autre
1680-09-18	30	Premieres loges	3	première loge
1680-09-18	63	Secondes Loges	1.5	autre
1680-09-18	7	Troisiemes Loges	1	autre
1680-09-18	222	Parterre	0.75	parterre
1680-09-19	40	Theatre	3	autre
1680-09-19	19	Premieres loges	3	première loge
1680-09-19	59	Secondes Loges	1.5	autre
1680-09-19	3	Troisiemes Loges	1	autre
1680-09-19	247	Parterre	0.75	parterre
1680-09-20	80	Theatre	3	autre
1680-09-20	57	Premieres loges	3	première loge
1680-09-20	82	Secondes Loges	1.5	autre
1680-09-20	14	Troisiemes Loges	1	autre
1680-09-20	235	Parterre	0.75	parterre
1680-09-21	45	Theatre	3	autre
1680-09-21	23	Premieres loges	3	première loge
1680-09-21	121	Secondes Loges	1.5	autre
1680-09-21	25	Troisiemes Loges	1	autre
1680-09-21	292	Parterre	0.75	parterre
1680-09-22	66	Theatre	3	autre
1680-09-22	40	Premieres loges	3	première loge
1680-09-22	119	Secondes Loges	1.5	autre
1680-09-22	15	Troisiemes Loges	1	autre
1680-09-22	293	Parterre	0.75	parterre
1680-09-23	46	Theatre	3	autre
1680-09-23	20	Premieres loges	3	première loge
1680-09-23	65	Secondes Loges	1.5	autre
1680-09-23	15	Troisiemes Loges	1	autre
1680-09-23	235	Parterre	0.75	parterre
1680-09-24	43	Theatre	3	autre
1680-09-24	40	Premieres loges	3	première loge
1680-09-24	65	Secondes Loges	1.5	autre
1680-09-24	19	Troisiemes Loges	1	autre
1680-09-24	234	Parterre	0.75	parterre
1680-09-25	30	Theatre	3	autre
1680-09-25	16	Premieres loges	3	première loge
1680-09-25	71	Secondes Loges	1.5	autre
1680-09-25	8	Troisiemes Loges	1	autre
1680-09-25	248	Parterre	0.75	parterre
1680-09-26	63	Theatre	3	autre
1680-09-26	20	Premieres loges	3	première loge
1680-09-26	53	Secondes Loges	1.5	autre
1680-09-26	9	Troisiemes Loges	1	autre
1680-09-26	213	Parterre	0.75	parterre
1680-09-27	89	Theatre	3	autre
1680-09-27	55	Premieres loges	3	première loge
1680-09-27	110	Secondes Loges	1.5	autre
1680-09-27	19	Troisiemes Loges	1	autre
1680-09-27	354	Parterre	0.75	parterre
1680-09-28	40	Theatre	3	autre
1680-09-28	27	Premieres loges	3	première loge
1680-09-28	47	Secondes Loges	1.5	autre
1680-09-28	16	Troisiemes Loges	1	autre
1680-09-28	203	Parterre	0.75	parterre
1680-09-29	103	Theatre	3	autre
1680-09-29	1	Premieres loges	44	première loge
1680-09-29	133	Secondes Loges	1.5	autre
1680-09-29	26	Troisiemes Loges	1	autre
1680-09-29	400	Parterre	0.75	parterre
1680-09-29	48	Irregular Receipts	3	autre
1680-09-30	40	Theatre	3	autre
1680-09-30	19	Premieres loges	3	première loge
1680-09-30	1	Amphitheatre/Loges	44	autre
1680-09-30	53	Secondes Loges	1.5	autre
1680-09-30	4	Troisiemes Loges	1	autre
1680-09-30	204	Parterre	0.75	parterre
1680-09-30	1	Irregular Receipts	22	autre
1680-10-01	60	Theatre	3	autre
1680-10-01	37	Premieres loges	3	première loge
1680-10-01	73	Secondes Loges	1.5	autre
1680-10-01	8	Troisiemes Loges	1	autre
1680-10-01	233	Parterre	0.75	parterre
1680-10-02	50	Theatre	3	autre
1680-10-02	26	Premieres loges	3	première loge
1680-10-02	1	Amphitheatre/Loges	22	autre
1680-10-02	63	Secondes Loges	1.5	autre
1680-10-02	4	Troisiemes Loges	1	autre
1680-10-02	240	Parterre	0.75	parterre
1680-10-03	60	Theatre	3	autre
1680-10-03	39	Premieres loges	3	première loge
1680-10-03	1	Amphitheatre/Loges	44	autre
1680-10-03	78	Secondes Loges	1.5	autre
1680-10-03	13	Troisiemes Loges	1	autre
1680-10-03	259	Parterre	0.75	parterre
1680-10-04	60	Theatre	3	autre
1680-10-04	24	Premieres loges	3	première loge
1680-10-04	95	Secondes Loges	1.5	autre
1680-10-04	5	Troisiemes Loges	1	autre
1680-10-04	358	Parterre	0.75	parterre
1680-10-05	64	Theatre	3	autre
1680-10-05	30	Premieres loges	3	première loge
1680-10-05	85	Secondes Loges	1.5	autre
1680-10-05	2	Troisiemes Loges	1	autre
1680-10-05	209	Parterre	0.75	parterre
1680-10-06	78	Theatre	3	autre
1680-10-06	40	Premieres loges	3	première loge
1680-10-06	153	Secondes Loges	1.5	autre
1680-10-06	44	Troisiemes Loges	1	autre
1680-10-06	478	Parterre	0.75	parterre
1680-10-07	70	Theatre	3	autre
1680-10-07	50	Premieres loges	3	première loge
1680-10-07	103	Secondes Loges	1.5	autre
1680-10-07	8	Troisiemes Loges	1	autre
1680-10-07	314	Parterre	0.75	parterre
