author	title	genre	acts	prose_vers	prologue	musique_danse_machine	date_de_creation
La Chapelle (Jean de)	Ajax	tragédie	5	vers	f	f	1684-12-27
La Chapelle (Jean de)	Carrosses d'Orléans (Les)	comédie	1	prose	f	t	1680-08-09
La Chapelle (Jean de)	Cléopâtre	tragédie	5	vers	f	f	1681-12-12
La Chapelle (Jean de)	Téléphonte	tragédie	5	vers	f	f	
La Chapelle (Jean de)	Zaïde	tragédie	5	vers	f	f	1681-01-26
La Chaussée (Pierre-Claude Nivelle de La Chaussée, dit Pierre-Claude)	Critique de la Fausse antipathie (La)	comédie	1	prose/vers	f	f	1734-03-11
La Chaussée (Pierre-Claude)	Amour pour amour	comédie	3	vers	t	t	1742-02-16
La Chaussée (Pierre-Claude)	Fausse antipathie (La)	comédie	3	vers	t	f	1733-10-02
La Chaussée (Pierre-Claude)	Gouvernante (La)	comédie	5	vers	f	f	1747-01-18
La Chaussée (Pierre-Claude)	Maximien	tragédie	5	vers	f	f	1738-02-28
La Chaussée (Pierre-Claude)	Mélanide	comédie	5	vers	f	f	1741-05-12
La Chaussée (Pierre-Claude)	Paméla	comédie	5	vers	f	f	1743-12-06
La Chaussée (Pierre-Claude)	Préjugé à la mode (Le)	comédie	5	vers	f	f	1735-02-03
La Chaussée (Pierre-Claude)	Rival de lui-même ou la Fête interrompue (Le)	comédie	1	vers libres	t	t	1746-04-20
La Chaussée (Pierre-Claude)	École de la jeunesse ou le Retour sur soi-même (L')	comédie	5	vers	f	f	1749-02-22
La Chaussée (Pierre-Claude)	École des amis (L')	comédie	5	vers	f	f	1737-02-25
La Chaussée (Pierre-Claude)	École des mères (L')	comédie	5	vers	f	f	1744-04-27
La Chazette (de)	Don Ramire et Zaïde	tragédie	5	vers	f	f	1728-01-24
La Font (Joseph de)	Amour vengé (L')	comédie	1	vers	f	f	1712-10-14
La Font (Joseph de)	Danaé ou Jupiter Crispin	comédie	1	vers	t	f	1707-07-04
La Font (Joseph de)	Naufrage ou la Pompe funèbre de Crispin (Le) ou Crispin brûlé	comédie	1	vers	f	t	1710-06-14
La Font (Joseph de)	Trois frères rivaux (Les)	comédie	1	vers	f	f	1713-08-04
La Font (Joseph de)	Trois frères rivaux (Les)	comédie	1	vers	f	f	1713-08-04
La Fontaine (Jean de)	Florentin (Le)	comédie	1	vers	f	f	
La Fontaine (Jean de)	Ragotin ou le Roman comique	comédie	5	vers	f	f	1684-04-21
La Fontaine (Jean de)	Rendez-vous (Le)	comédie	1	vers	f	f	1683-05-06
La Fontaine (Jean de)	Veau perdu (Le) ou Amours de campagne (Les)	comédie	1	prose	f	f	1689-08-22
La Fontaine (Jean de) ; Champmeslé (Charles Chevillet dit)	Je vous prends sans verd	comédie	1	vers	f	t	1693-05-01
La Fontaine (Jean de) ; Champmeslé (Charles Chevillet, sieur de Champmeslé, dit)	Coupe enchantée (La)	comédie	1	prose	f	f	1688-07-16
La Fosse (Antoine de)	Corésus et Callirhoé	tragédie	5	vers	f	f	1703-12-07
La Fosse (Antoine de)	Manlius Capitolinus	tragédie	5	vers	f	f	1698-01-18
La Fosse (Antoine de)	Polixène	tragédie	5	vers	f	f	1696-02-03
La Fosse (Antoine de)	Thésée	tragédie	5	vers	f	f	1700-01-05
La Grange (ou Lagrange, Nicolas [de])	Rajeunissement inutile (Le)	comédie	3	vers	f	t	1738-09-27
La Grange-Chancel (François-Joseph de)	Accommodement imprévu (L')	comédie	1	vers	f	f	1737-11-12
La Grange-Chancel (François-Joseph de)	Adherbal, roi de Numidie	tragédie	5	vers	f	f	1694-01-08
La Grange-Chancel (François-Joseph de)	Alceste	tragédie	5	vers	f	f	1703-12-19
La Grange-Chancel (François-Joseph de)	Amasis	tragédie	5	vers	f	f	1701-12-13
La Grange-Chancel (François-Joseph de)	Athénaïs	tragédie	5	vers	f	f	1699-11-20
La Grange-Chancel (François-Joseph de)	Cassius et Victorinus martyrs	tragédie	5	vers	f	f	1732-10-06
La Grange-Chancel (François-Joseph de)	Fille supposée ou l'Héroïne de roman (La)	comédie	3	vers	f	f	1713-05-11
La Grange-Chancel (François-Joseph de)	Ino et Mélicerte	tragédie	5	vers	f	f	1713-03-10
La Grange-Chancel (François-Joseph de)	Méléagre	tragédie	5	vers	f	f	1699-01-28
La Grange-Chancel (François-Joseph de)	Oreste et Pylade	tragédie	5	vers	f	f	1697-12-11
La Grange-Chancel (François-Joseph de)	Sophonisbe	tragédie	5	vers	f	f	1716-11-10
La Grange-Chancel (François-Joseph de)	Érigone	tragédie	5	vers	f	f	1731-12-17
La Harpe (Jean François de)	Barmécides (Les)	tragédie	5	vers	f	f	1778-07-11
La Harpe (Jean François de)	Brames (Les)	tragédie	5	vers	f	f	
La Harpe (Jean François de)	Comte de Warwick (Le)	tragédie	5	vers	f	f	1763-11-07
La Harpe (Jean François de)	Coriolan	tragédie	5	vers	f	f	1784-03-02
La Harpe (Jean François de)	Jeanne de Naples	tragédie	5	vers	f	f	1781-12-12
La Harpe (Jean François de)	Molière à la nouvelle salle ou les Audiences de Thalie	comédie	1	vers libres	f	f	1782-04-12
La Harpe (Jean François de)	Muses rivales ou l'Apothéose de Voltaire (Les)	comédie	1	vers libres	f	f	1779-02-01
La Harpe (Jean François de)	Pharamond	tragédie	5	vers	f	f	1765-08-14
La Harpe (Jean François de)	Philoctète	tragédie	3	vers	f	f	1783-06-16
La Harpe (Jean François de)	Timoléon	tragédie	5	vers	f	f	1764-08-01
La Harpe (Jean François de)	Virginie	tragédie	5	vers	f	f	1786-07-11
La Montagne (Pierre, baron de)	Physicienne (La)	comédie	1	vers	f	f	1786-03-16
La Morlière (Jacques Rochette de)	Créole (La)	comédie	1	prose	f	t	1754-08-12
La Morlière (jacques Rochette de)	Amant déguisé (L')	comédie	2	prose	f	f	1758-06-26
La Motte (Antoine Houdar de)	Inès de Castro	tragédie	5	vers	f	f	1723-04-06
La Motte (Antoine Houdar de)	Italie galante ou les contes (L')	ambigu-comique	3	prose	t	t	1731-05-11
La Motte (Antoine Houdar de)	Machabées (Les)	tragédie	5	vers	f	f	1721-03-06
La Motte (Antoine Houdar de)	Magnifique (Le)	comédie	2	prose	f	t	
La Motte (Antoine Houdar de)	Matrone d'Éphèse (La)	comédie	1	prose	f	f	1702-09-23
La Motte (Antoine Houdar de)	Romulus	tragédie	5	vers	f	f	1722-01-08
La Motte (Antoine Houdar de)	Talisman (Le)	comédie	1	prose	f	t	1727-03-27
La Motte (Antoine Houdar de)	Œdipe	tragédie	5	vers	f	f	1726-03-18
La Noue (Jean-Baptiste Sauvé de La Noue, dit)	Mahomet second	tragédie	5	vers	f	f	
La Noue (Jean-Baptiste Simon Sauvé de La Noue, dit)	Coquette corrigée (La)	comédie	5	vers	f	f	1756-02-23
La Place (Pierre-Antoine de)	Adèle de Ponthieu ou Adèle, comtesse de Ponthieu	tragédie	5	vers	f	f	1757-04-28
La Place (Pierre-Antoine de)	Jeanne d'Angleterre	tragédie	5	vers	f	f	1748-05-08
La Place (Pierre-Antoine de)	Venise sauvée	tragédie	5	vers	f	f	1746-12-05
La Place (Pierre-Antoine de)	Veuvage trompeur (Le)	comédie	3	vers	f	f	
La Place (Pierre-Antoine de)	Épouse à la mode (L')	comédie	3	vers	f	f	1760-10-25
La Salle (Adrien-Nicolas)	Oncle et les Tantes, ou Chacun sa folie (L')	comédie	3	vers	f	f	1785-11-25
La Tuillerie (Jean-François Juvenon de La Tuillerie, dit)	Hercule	tragédie	5	vers	f	f	1681-11-07
La Tuillerie (Jean-François Juvenon de La Tuillerie, dit)	Merlin peintre	comédie	1	prose	f	f	1687-07-20
La Tuillerie (Jean-François Juvenon de La Tuillerie, dit)	Nitocris	tragédie	5	vers	f	f	1683-03-10
La Tuillerie (Jean-François Juvenon de La Tuillerie, dit)	Soliman	tragédie	5	vers	f	f	1680-10-11
La Tuillerie (Jean-François Juvenon)	Crispin précepteur	comédie	1	vers	f	f	
La Tuillerie (Jean-François Juvenon, sieur de La Tuillerie, dit)	Crispin bel esprit	comédie	1	vers	f	f	1681-07-11
La Tuillerie (Jean-François Juvenon, sieur de La Tuillerie, dit)	Crispin précepteur	comédie	1	vers	f	f	1688-06-24
La Valette	Amante en tutelle (L')	comédie	3	vers	t	f	1735-08-17
Laignelot (Joseph François)	Agis	tragédie	5	vers	f	f	
Laignelot (Joseph François)	Rienzi	tragédie	5	vers	f	f	1791-03-02
Landois (Paul)	Sylvie	tragédie	1	prose	t	f	1741-08-17
Landon (Joseph)	Tribunal de l'amour (Le)	comédie	1	vers libres	f	t	1750-10-12
Lantier (Étienne François de)	Coquettes rivales (Les)	comédie	5	vers	f	f	1786-02-06
Lantier (Étienne François de)	Flatteur (Le)	comédie	5	vers libres	f	f	1782-02-15
Lantier (Étienne François de)	Impatient (L')	comédie	1	vers libres	f	f	1778-09-03
Lantier (Étienne François de)	Inconséquent (L')	comédie	5	vers	f	f	1788-05-31
Lattaignant de Bainville	Fat (Le) ou Le Suffisant ou Le Petit maître dupé	comédie	5	vers	f	f	1751-03-05
Laujon	Les Soubrettes	comédie en 5 actes					
Laujon	Les Soubrettes	comédie en 5 actes					
Laujon	Les Soubrettes	comédie en 5 actes					
Laujon (Pierre)	Couvent ou les Fruits du caractère et de l'éducation (Le)	comédie	1	prose	f	f	1790-04-16
Laujon (Pierre)	Inconséquent ou les Soubrettes (L')	comédie	5	prose	f	f	1777-09-24
Laujon (Pierre)	Soubrettes (Les)	comédie	5	prose	f	f	1777-09-24
Launay, De	Paresseux (Le)	comédie	3	vers	t	f	1733-04-28
Laus de Boissy (Louis de)	Maire ou le Pouvoir de la loi (Le)	comédie patriotique	1	prose	f	f	1793-02-22
Laya (Jean-Louis)	Ami des lois (L')	comédie	5	vers	f	f	1793-01-02
Laya (Jean-Louis)	Dangers de l'opinion (Les)	drame	5	vers	f	f	1790-01-19
Laya (Jean-Louis)	Jean Calas	tragédie	5	vers	f	f	1790-12-18
Le Blanc de Guillet (Antoine)	Albert premier ou Adeline	comédie héroïque	3	vers	f	f	1775-02-04
Le Blanc de Guillet (Antoine)	Druides (Les)	tragédie	5	vers	f	f	1772-03-07
Le Blanc de Guillet (Antoine)	Manco Capac, premier Inca du Pérou	tragédie	5	vers	f	f	1763-06-13
Le Clerc de La Bruère (Charles-Antoine)	Mécontents (Les)	comédie	1	vers	t	t	1734-12-01
Le Franc de Pompignan (Jean-Jacques)	Didon	tragédie	5	vers	f	f	1734-06-21
Le Mascrier (Jean-Baptiste)	Caprice et la Ressource (Le)	prologue	1	vers	f	f	1732-10-01
Le Mierre (Antoine-Marin)	Artaxerce	tragédie	5	vers	f	f	
Le Mierre (Antoine-Marin)	Barnevelt	tragédie	5	vers	f	f	1790-06-30
Le Mierre (Antoine-Marin)	Céramis	tragédie	5	vers	f	f	1785-12-29
Le Mierre (Antoine-Marin)	Guillaume Tell	tragédie	5	vers	f	f	1766-12-17
Le Mierre (Antoine-Marin)	Hypermnestre	tragédie	5	vers	f	f	1758-08-31
Le Mierre (Antoine-Marin)	Idoménée	tragédie	5	vers	f	f	1764-02-13
Le Mierre (Antoine-Marin)	Térée	tragédie	5	vers	f	f	1761-05-25
Le Mierre (Antoine-Marin)	Veuve du Malabar ou l'Empire des coutumes (La)	tragédie	5	vers	f	f	1770-07-30
Le Noble (Eustache	Fourbe (Le)	comédie	5	prose	f	f	1693-02-14
Le neveu de l'abbé Abeille (Nicolas Abeille dit)	Fille valet (La)	comédie	3	vers	f	f	1712-09-05
Lebeau de Schosne (Augustin-Théodore-Vincent)	L'Assemblée	comédie	1	vers	f	f	1773-02-17
Leblanc (Jean-Bernard, abbé)	Aben-Saïd, empereur des Mogols	tragédie	5	vers	f	f	1735-06-06
Lebrun (Denise)	Thélamire	tragédie	5	vers	f	f	
Lefèvre (Pierre-François-Alexandre)	Cosroès	tragédie	5	vers	f	f	1767-08-26
Lefèvre (Pierre-François-Alexandre)	Florinde	tragédie	5	vers	f	f	1770-11-10
Lefèvre (Pierre-François-Alexandre)	Hercule au mont Œta	tragédie	5	vers	f	f	1787-05-24
Lefèvre (Pierre-François-Alexandre)	Zuma	tragédie	5	vers	f	f	
Legouvé (Gabriel-Marie)	Mort d'Abel (La)	tragédie	3	vers	f	f	1792-03-06
Legrand (Marc-Antoine)	Amants ridicules (Les) ou Les Triomphes du temps passé	comédie	1	vers	f	f	1711-06-01
Legrand (Marc-Antoine)	Amour diable (L')	comédie	1	vers	f	t	1708-06-30
Legrand (Marc-Antoine)	Aveugle clairvoyant (L')	comédie	1	vers	f	f	1716-09-18
Legrand (Marc-Antoine)	Bon ami (Le)	comédie	1	prose	f	f	1780-11-04
Legrand (Marc-Antoine)	Cartouche ou les Voleurs	comédie	3	prose	f	t	1721-10-21
Legrand (Marc-Antoine)	Chasse du cerf (La)	comédie-ballet	3	prose	t	t	1726-10-14
Legrand (Marc-Antoine)	Famille extravagante (La)	comédie	1	vers	f	t	1709-06-07
Legrand (Marc-Antoine)	Femme fille et veuve (La)	comédie	1	vers	f	f	1707-05-26
Legrand (Marc-Antoine)	Foire de Saint-Laurent (La)	comédie	1	vers	f	t	1709-09-20
Legrand (Marc-Antoine)	Française italienne (La)	comédie	1	prose	f	t	
Legrand (Marc-Antoine)	Galant coureur ou l'Ouvrage d'un moment (Le)	comédie	1	prose	f	t	1722-08-11
Legrand (Marc-Antoine)	Impromptu de la folie (L')	ambigu-comique	2	prose	t	t	1725-11-05
Legrand (Marc-Antoine)	Le Temps passé ou le Triomphe du temps passé (Le)	comédie	1	prose	f	t	
Legrand (Marc-Antoine)	Métamorphose amoureuse (La)	comédie	1	prose	f	f	1712-08-06
Legrand (Marc-Antoine)	Nouveauté (La)	comédie	1	prose	f	t	
Legrand (Marc-Antoine)	Paniers ou la Vieille précieuse (Les) ou La Vieille Précieuse	comédie	1	prose	f	t	1723-02-25
Legrand (Marc-Antoine)	Philanthrope ou l'Ami de tout le monde (Le)	comédie	1	prose	f	t	1724-02-19
Legrand (Marc-Antoine)	Plutus	comédie	3	vers	f	t	1720-02-01
Legrand (Marc-Antoine)	Roi de Cocagne (Le)	comédie	3	vers libres	t	t	1718-12-31
Legrand (Marc-Antoine)	Temps présent ou le Triomphe du temps présent (Le)	comédie	1	prose	f	t	
Legrand (Marc-Antoine)	Triomphe du temps (Le)	divertissement comique	3	prose	t	t	1724-10-18
Legrand (Marc-Antoine)	Usurier gentilhomme (L')	comédie	1	prose	f	t	1713-09-11
Legrand (Marc-Antoine)	Épreuve réciproque (L')	comédie	1	prose	f	f	1711-10-06
Legrand (Marc-Antoine) ; Fuzelier (Louis)	Amazones modernes (Les) ou Le Triomphe des dames	comédie	3	prose	f	t	1727-10-29
Lemercier (Louis-Népomucène)	Lovelace	comédie	5	vers	f	f	1792-04-20
Lemercier (Népomucène-Louis)	Méléagre	tragédie	5	vers	f	f	1788-02-29
Lemonnier (Pierre-René)	Mariage clandestin (Le)	comédie	3	vers libres	f	f	1775-08-12
Lesage (Alain-René)	Crispin rival de son maître	comédie	1	prose	f	f	1707-03-15
Lesage (Alain-René)	Don César Ursin	comédie	5	prose	f	f	1707-03-15
Lesage (Alain-René)	Point d'honneur (Le)	comédie	5	prose	f	f	1702-02-03
Lesage (Alain-René)	Tontine (La)	comédie	1	prose	f	f	1732-02-20
Lesage (Alain-René)	Turcaret	comédie	5	prose	f	f	1709-02-14
Lesur (Charles-Louis)	Apothéose de Beaurepaire (L')	pièce	1	vers	f	f	1792-11-21
Linant (Nicolas-Michel)	Alzaïde	tragédie	5	vers	f	f	1745-12-13
Linant (Nicolas-Michel)	Vanda, reine de Pologne	tragédie	5	vers	f	f	1747-05-17
Longchamp (Charlotte Legrand, épouse Pitel de)	Voleur ou Titapapouf (Le)	comédie	1	prose	f	f	1687-11-04
Longepierre (Hilaire-Bernard de)	Médée ou Médée et Jason	tragédie	5	vers	f	f	1694-02-13
Longepierre (Hilaire-Bernard de)	Sésostris	tragédie	5	vers	f	f	1695-12-28
Longepierre (Hilaire-Bernard de)	Électre	tragédie	5	vers	f	f	1719-02-22
Longueil (Charles-Henri de)	Orphelin anglais (L')	drame	3	prose	f	f	1769-01-26
Lonvay de La Saussaye (Jean-Baptiste)	Alcidonis ou la Journée lacédémonienne	comédie	3	prose	f	t	1773-03-13
Lourdet de Santerre (Jean-Baptiste)	Les Quatre sœurs	comédie	3	vers libres	f	f	1793-05-23
Lourdet de Santerre (Jean-Baptiste)	Soirée d'une vieille femme (La)	comédie	2	prose	f	f	1793-03-25
Louvet	Mort d'Alexandre (La)	tragédie	5	vers	f	f	1684-05-26
M. Alexandre-Guillaume Moulier de Moissy	Le Bienfait anonyme ou le faux généreux	comédie					
M. Alexandre-Louis-Bertrand Robineau dit Beaunoir	La Philosophie	drame					
M. Duis	""	""					
M. François-Guillaume Ducray-Duminil	Les Horaces	tragédie					
M. Henri-Alex. Allaire	Les Hommes du jour	vaudeville					
Mailhol (Gabriel)	Paros	tragédie	5	vers	f	f	1754-01-21
Maillet-Duclairon (Antoine)	Cromwel	tragédie	5	vers	f	f	1764-06-07
Manteufel (Ernest de)	Auguste et Théodore ou les Deux pages	comédie	2	prose	f	f	1789-03-06
Marc-Antoine Legrand / Le Grand	Le Glorieux	comédie					
Marc-Antoine Legrand / Le Grand	Les Poupées	comédie					
Marchadier (Abbé)	Plaisir (Le)	comédie	1	vers libres	f	t	1747-08-03
Marignié (Jean-Étienne-François)	Zoraï ou les Insulaires de Nouvelle-Zélande	tragédie	5	vers	f	f	1782-10-05
Marin (François-Louis-Claude)	Julie ou le Triomphe de l'amitié	comédie	3	prose	f	f	1762-03-03
Marivaux (Pierre de)	Annibal ou la mort d'Annibal	tragédie	5	vers	f	t	1720-12-16
Marivaux (Pierre de)	Dispute (La)	comédie	1	prose	f	f	1744-10-19
Marivaux (Pierre de)	Dénouement imprévu (Le)	comédie	1	prose	f	t	1724-03-06
Marivaux (Pierre de)	Legs (Le)	comédie	1	prose	f	f	1736-06-11
Marivaux (Pierre de)	Les Fausses confidences	comédie	3	vers	f	f	
Marivaux (Pierre de)	Petit-maître corrigé (Le)	comédie	3	prose	f	f	1734-11-06
Marivaux (Pierre de)	Préjugé vaincu (Le)	comédie	1	prose	f	f	1746-08-06
Marivaux (Pierre de)	Réunion des amours (La)	comédie héroïque	1	prose	f	f	1731-11-05
Marivaux (Pierre de)	Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.)	comédie	3	prose	f	f	1727-12-31
Marivaux (Pierre de)	Serments indiscrets (Les)	comédie	5	prose	f	f	1732-06-08
Marivaux (Pierre de)	Surprise de l'amour (La)	comédie	3	prose	f	f	1722-05-03
Marivaux (Pierre de)	Épreuve (L')	comédie	1	prose	f	f	
Marivaux (Pierre de)	Île de la raison ou les Petits hommes (L')	comédie	3	prose	t	t	1727-09-11
Marmontel (Jean-François)	Aristomène	tragédie	5	vers	f	f	1749-04-30
Marmontel (Jean-François)	Cléopâtre	tragédie	5	vers	f	f	1750-05-20
Marmontel (Jean-François)	Denis le tyran	tragédie	5	vers	f	f	1748-02-05
Marmontel (Jean-François)	Héraclides (Les)	tragédie	5	vers	f	f	1752-05-24
Marmontel (Jean-François)	Égyptus	tragédie	5	vers	f	f	1753-02-05
Martel	Tarentule (La)	comédie	1	prose	f	t	1745-11-02
Mauduit-Larive (Jean)	Pyrame et Thisbé	scène lyrique	2	prose	f	t	1783-06-02
Mauger	Amestris	tragédie	5	vers	f	f	1747-07-03
Mauger	Coriolan	tragédie	5	vers	f	f	1748-01-10
Mauger	Cosroès	tragédie	5	vers	f	f	1752-04-20
Mauger	Épreuve imprudente (L')	comédie	3	vers libres	f	f	1758-12-04
Mauprie (Olivier Hubert Angélique Gourjaut de Mauprie, marquis de)	Caliste ou la Belle pénitente	tragédie	5	vers	f	f	
Mercier (Louis-Sebastien)	Maison de Molière (La)	comédie	4	prose	f	f	1787-10-20
Michel Procope-Couteaux	Les Amants brouillés par Arlequin messager balourd	comédie					
Michel Procope-Couteaux 	Les Amants brouillés par Arlequin messager balourd	comédie					
Moissy (Alexandre-Guillaume de)	Deux frères ou la Prévention vaincue (Les)	comédie	5	vers	f	f	1768-07-27
Moissy (Alexandre-Guillaume de)	Valet maître (Le)	comédie	3	vers	f	f	1751-11-06
Moline (Pierre-Louis)	Discipline militaire du Nord (La)	drame	5	prose	f	f	1781-11-12
Molière (Jean-Baptiste Poquelin dit)	Amants magnifiques (Les)	comédie-ballet	5	prose	t	t	
Molière (Jean-Baptiste Poquelin dit)	Amour médecin (L') / Les Médecins / Les 4 Médecins (titre alt.)	comédie-ballet	3	prose	t	t	
Molière (Jean-Baptiste Poquelin dit)	Amphitryon	comédie	3	vers libres	t	t	
Molière (Jean-Baptiste Poquelin dit)	Avare (L')	comédie	5	prose	f	f	
Molière (Jean-Baptiste Poquelin dit)	Bourgeois gentilhomme (Le)	comédie-ballet	5	prose	f	t	
Molière (Jean-Baptiste Poquelin dit)	Comtesse d'Escarbagnas (La)	comédie	1	prose	f	t	
Molière (Jean-Baptiste Poquelin dit)	Critique de l'École des femmes (La)	comédie	1	prose	f	f	
Molière (Jean-Baptiste Poquelin dit)	Dépit amoureux (Le)	comédie	5	vers	f	f	
Molière (Jean-Baptiste Poquelin dit)	Femmes savantes (Les)	comédie	5	vers	f	f	
Molière (Jean-Baptiste Poquelin dit)	Fourberies de Scapin (Les)	comédie	3	prose	f	f	
Molière (Jean-Baptiste Poquelin dit)	Fâcheux (Les)	comédie-ballet	3	vers	t	t	
Molière (Jean-Baptiste Poquelin dit)	George Dandin ou le Mari confondu	comédie	3	prose	f	t	
Molière (Jean-Baptiste Poquelin dit)	Malade imaginaire (Le)	comédie-ballet	3	vers	t	t	
Molière (Jean-Baptiste Poquelin dit)	Mariage forcé (Le)	comédie	1	prose	f	t	
Molière (Jean-Baptiste Poquelin dit)	Misanthrope (Le)	comédie	5	vers	f	f	
Molière (Jean-Baptiste Poquelin dit)	Monsieur de Pourceaugnac	comédie-ballet	3	prose	f	t	
Molière (Jean-Baptiste Poquelin dit)	Médecin malgré lui (Le) ou Médecin forcé (Le) (titre alt.)	comédie	3	prose	f	t	
Molière (Jean-Baptiste Poquelin dit)	Princesse d'Élide (La)	comédie-ballet	5	prose	t	t	
Molière (Jean-Baptiste Poquelin dit)	Précieuses ridicules (Les)	comédie	1	prose	f	t	
Molière (Jean-Baptiste Poquelin dit)	Psyché	tragédie	5	vers	t	t	
Molière (Jean-Baptiste Poquelin dit)	Sganarelle ou le Cocu imaginaire	comédie	1	vers	f	f	
Molière (Jean-Baptiste Poquelin dit)	Sicilien ou l'Amour peintre (Le)	comédie-ballet	1	prose	f	t	
Molière (Jean-Baptiste Poquelin dit)	Tartuffe ou l'Imposteur	comédie	5	vers	f	f	
Molière (Jean-Baptiste Poquelin dit)	École des femmes (L')	comédie	5	prose	f	f	
Molière (Jean-Baptiste Poquelin dit)	École des maris (L')	comédie	3	prose	f	f	
Molière (Jean-Baptiste Poquelin dit)	Étourdi ou les Contretemps (L')	comédie	5	vers	f	f	
Molière (Jean-Baptiste Poquelin dit) 	Dom Juan ou Le Festin de Pierre	comédie	5	prose	f	f	
Molière (Jean-Baptiste Poquelin dit) 	Les Fâcheux	comédie-ballet	3	vers	t	f	
Molière (Jean-Baptiste Poquelin dit) / arrangée et versifiée par Corneille (Thomas)	Festin de Pierre (Le)	comédie	5	vers	f	f	1677-02-12
Molé (François-René)	Quiproquo (Le)	comédie	1	prose	f	f	1781-09-26
Moncrif (François-Augustin Paradis de)	Oracle de Delphes (L')	comédie	3	vers	f	f	1722-12-17
Montanclos (Marie-Émilie de)	Déjeuner interrompu (Le)	comédie	2	prose	f	f	1783-03-17
Montauban (Jacques Pousset de)	Charmes de Félicie, tirés de la Diane de Montemayor (Les)	pastorale	5	vers	f	t	
Montesson (Charlotte-Jeanne Béraud de La Haie de Riou, comtesse de)	Comtesse de Chazelle (La)	comédie	5	vers	f	f	1785-05-06
Montfleury	École des jaloux ou le Cocu volontaire (L') ou La Fausse Turquie ou l'École des jaloux ou Turquie (La)	comédie	3	vers	f	f	
Montfleury (Antoine Jacob dit)	Bon soldat (Le)	comédie	1	vers	f	t	1691-10-10
Montfleury (Antoine Jacob dit)	Dom Pasquin d'Avalos	intermède	1	vers	f	f	
Montfleury (Antoine Jacob dit)	Femme juge et partie (La), Femme juge (La) (titre alt.)	comédie	5	vers	f	f	
Montfleury (Antoine Jacob dit)	Fille capitaine (La)	comédie	5	vers	f	f	
Montfleury (Antoine Jacob dit)	Mari sans femme (Le)	comédie	5	vers	f	t	
Montfleury (Antoine Jacob dit)	Mariage de rien (Le)	comédie	1	vers	f	t	
Montfleury (Antoine Jacob dit)	Semblable à soi-même (Le)	comédie	1	vers	f	f	
Montfleury (Antoine Jacob, dit)	Comédien poète (Le)	comédie	5	vers	f	t	
Montfort	Mère ridicule (La)	comédie	1	""	f	f	1684-05-08
Morand (Pierre de)	Childéric	tragédie	5	vers	f	f	1736-12-19
Morand (Pierre de)	Mégare	tragédie	5	vers	f	f	1748-10-19
Morand (Pierre de)	Téglis	tragédie	5	vers	f	f	1735-09-19
Nadal (Augustin)	Mariamne	tragédie	5	vers	f	f	1725-02-15
Nadal (Augustin)	Saül	tragédie	5	vers	f	f	1705-02-27
Nadal (Augustin, abbé)	Antiochus ou Les Macchabées	tragédie	5	vers	f	f	1721-12-06
Nadal (Augustin, abbé)	Hérode	tragédie	5	vers	f	f	1709-02-15
Oisemont (d')	Laurette	comédie	3	vers libres	f	f	1779-08-02
Pacarony (chevalier de)	Bajazet premier	tragédie	5	vers	f	f	
Palaprat (Jean de)	Concert ridicule (Le) ou Concert (Le)	comédie	1	prose	f	t	1689-09-14
Palaprat (Jean de)	Grondeur (Le)	comédie	3	prose et vers libres	t	f	1691-02-03
Palaprat (Jean de, sieur de Bigot)	Ballet extravagant (Le)	comédie	1	prose	f	t	1690-06-21
Palaprat (Jean de, sieur de Bigot)	Hercule et Omphale	comédie	5	vers	f	f	1694-05-07
Palaprat (Jean de, sieur de Bigot)	Prude du temps (La) ou Saturnales (Les)	comédie	5	vers	f	f	1693-01-07
Palaprat (Jean de, sieur de Bigot)	Secret révélé (Le)	comédie	1	prose	f	f	1690-09-13
Palissot de Montenoy (Charles)	Courtisanes ou l'Écueil des mœurs (Les)	comédie	3	vers	f	f	1782-07-26
Palissot de Montenoy (Charles)	Méprises ou le Rival par ressemblance (Les)	comédie	5	vers	f	f	1762-06-07
Palissot de Montenoy (Charles)	Philosophes (Les )	comédie	3	vers	f	f	1760-05-02
Palissot de Montenoy (Charles)	Satirique ou l'Homme dangereux (Le)	comédie	3	vers	f	f	1782-05-10
Palissot de Montenoy (Charles)	Tuteurs (Les) ou Les Trois tuteurs	comédie	2	vers	f	f	1754-09-02
Palissot de Montenoy (Charles)	Zarès	tragédie	5	vers	f	f	1751-06-03
Parisau (Pierre-Germain)	Prix académique (Le)	comédie	1	vers	f	f	1787-08-31
Parmentier 	Bal de Passy (Le)	comédie	1	prose	f	f	1741-08-17
Patu (Claude-Pierre) ; Portelance (Michel)	Adieux du goût (Les)	comédie	1	vers libres	f	t	1754-02-13
Pellegrin (Simon-Joseph)	Artaxare	tragédie	5	vers	f	f	1718-05-03
Pellegrin (Simon-Joseph)	Divorce de l'amour et de la raison ou le Vieux monde (Le)	comédie	3	vers	t	t	1723-09-01
Pellegrin (Simon-Joseph)	Fausse inconstance (La)	comédie	3	vers	f	f	1732-09-15
Pellegrin (Simon-Joseph)	Mort d'Ulysse (La)	tragédie	5	vers	f	f	1706-12-29
Pellegrin (Simon-Joseph)	Nouveau monde (Le)	comédie	3	vers libres	t	t	1722-09-11
Pellegrin (Simon-Joseph)	Pastor-fido (Le)	pastorale héroïque	3	vers	t	f	1726-09-07
