date	author	title	ordering	register_num	receipts	representation	signatory	ouverture	cloture	free_access	firstrun	firstrun_perfnum	reprise	reprise_perfnum	newactor	actorrole	debut	ex_attendance	ex_representation	ex_place	image_volume	image_page
1784-01-09	Regnard (Jean-François)	Légataire universel (Le)	1	251	629.1	251	Courville	f	f	f	f		f		""	""		""	""	""	149	502
1784-01-09	Molière (Jean-Baptiste Poquelin dit)	Médecin malgré lui (Le) / Le Médecin forcé (titre alt.)	2	251	629.1	251	Courville	f	f	f	f		f		""	""		""	""	""	149	502
1784-01-10	Voltaire (François-Marie Arouet dit)	Fanatisme ou Mahomet le prophète (Le)	1	252		252	Courville	f	f	f	f		f		Boissy	Zopire	f	""	""	""	149	503
1784-01-10	Dancourt (Florent Carton dit)	Mari retrouvé (Le)	2	252		252	Courville	f	f	f	f		f		S. Boissy	Le S Boissy a joué le rôle de Zapire?	f	""	""	""	149	503
1784-01-11	Ducis (Jean-François)	Roi Lear (Le)	1	253		253	Courville	f	f	f	f		f		""	""	f	""	""	""	149	505
1784-01-11	Molière (Jean-Baptiste Poquelin dit)	Mariage forcé (Le)	2	253		253	Courville	f	f	f	f		f		""	""	f	""	""	""	149	505
1784-01-12	Ducis (Jean-François)	Macbeth	1	254		254	Courville	f	f	t	t	1	f		""	""	f	""	""	""	149	507
1784-01-12	Regnard (Jean-François)	Retour imprévu (Le)	2	254		254	Courville	f	f	f	f		f		""	""	f	""	""	""	149	507
1784-01-13	Molière (Jean-Baptiste Poquelin dit)	École des femmes (L')	1	255		255	Courville	f	f	f	f		f		""	""	f	""	""	""	149	510
1784-01-13	Brueys (David-Augustin de)	Avocat Patelin (L')	2	255		255	Courville	f	f	f	f		f		""	""	f	""	""	""	149	510
1784-01-14	Voltaire (François-Marie Arouet dit)	Orphelin de la Chine (L')	1	256		256	Courville	f	f	f	f		f		""	""	f	""	""	""	149	511
1784-01-14	Destouches (Philippe Néricault dit)	Fausse Agnès ou le Poète campagnard (La)	2	256		256	Courville	f	f	f	f		f		""	""	f	""	""	""	149	511
1784-01-15	Marivaux (Pierre de)	Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.)	1	257		257	Courville	f	f	f	f		f		""	""	f	""	""	""	149	513
1784-01-15	Voltaire (François-Marie Arouet dit)	Nanine ou le Préjugé vaincu	2	257		257	Courville	f	f	f	f		f		""	""	f	""	""	""	149	513
1784-01-16	Lantier (Étienne François de)	Flatteur (Le)	1	258		258	Courville	f	f	f	f		f		""	""	f	""	""	""	149	515
1784-01-16	Legrand (Marc-Antoine)	Métamorphose amoureuse (La)	2	258		258	Courville	f	f	f	f		f		""	""	f	""	""	""	149	515
1784-01-17	Ducis (Jean-François)	Macbeth	1	259		259	Courville	f	f	t	t	2	f		""	""	f	""	""	""	149	517
1784-01-17	Fagan (Barthélemy-Christophe)	Rendez-vous ou l'Amour supposé (Le)	2	259		259	Courville	f	f	f	f		f		""	""	f	""	""	""	149	517
1784-01-18	Lantier (Étienne François de)	Flatteur (Le)	1	260		260	Courville	f	f	f	f		f		""	""	f	""	""	""	149	519
1784-01-18	Molière (Jean-Baptiste Poquelin dit)	Monsieur de Pourceaugnac	2	260		260	Courville	f	f	f	f		f		""	""	f	""	""	""	149	519
1784-01-19	Racine (Jean)	Britannicus	1	261		261	Courville	f	f	f	f		f		""	""	f	""	""	""	149	521
1784-01-19	Boissy (Louis de)	Français à Londres (Le)	2	261		261	Courville	f	f	f	f		f		""	""	f	""	""	""	149	521
1784-01-20	Molière (Jean-Baptiste Poquelin dit)	École des femmes (L')	1	262		262	Courville	f	f	f	f		f		Demoiselle Laurent	Agnès	f	""	""	""	149	523
1784-01-20	Fagan (Barthélemy-Christophe)	Pupille (La)	2	262		262	Courville	f	f	f	f		f		Demoiselle Laurent	Julie	f	""	""	""	149	523
1784-01-21	Ducis (Jean-François)	Macbeth	1	263		263	Courville	f	f	t	t	3	f		""	""	f	""	""	""	149	525
1784-01-21	Fagan (Barthélemy-Christophe)	Pupille (La)	2	263		263	Courville	f	f	f	f		f		Demoiselle Laurent	Julie	f	""	""	""	149	525
1784-01-22	Boissy (Louis de)	Dehors trompeurs ou l'Homme du jour (Les)	1	264		264	Courville	f	f	f	f		f		Demoiselle Laurent	Lucile	f	""	""	""	149	527
1784-01-22	Sedaine (Michel-Jean)	Gageure imprévue (La)	2	264		264	Courville	f	f	f	f		f		Dme Laurent	Adelaide	f	""	""	""	149	527
1784-01-23	Diderot (Denis)	Père de famille (Le)	1	265		265	Courville	f	f	f	f		f		Demoiselle Laurent	Sophie	f	""	""	""	149	529
1784-01-23	Barthe (Nicolas-Thomas)	Fausses infidélités (Les)	2	265		265	Courville	f	f	f	f		f		Demoiselle Laurent	Angélique	f	""	""	""	149	529
1784-01-24	Voltaire (François-Marie Arouet dit)	Tancrède	1	266		266	Courville	f	f	f	f		f		""	""	f	""	""	""	149	531
1784-01-24	Saurin (Bernard-Joseph)	Mœurs du temps (Les)	2	266		266	Courville	f	f	f	f		f		Dme Laurent	Julie	f	""	""	""	149	531
1784-01-25	Corneille (Thomas)	Comte d'Essex (Le)	1	267		267	Courville	f	f	f	f		f		""	""	f	""	""	""	149	533
1784-01-25	Boutet de Monvel (Jacques-Marie)	Amant Bourru (L')	2	267		267	Courville	f	f	f	f		f		""	""	f	""	""	""	149	533
1784-01-26	Ducis (Jean-François)	Macbeth	1	268		268	Courville	f	f	t	t	4	f		""	""	f	""	""	""	149	535
1784-01-26	Molière (Jean-Baptiste Poquelin dit)	Comtesse d'Escarbagnas (La)	2	268		268	Courville	f	f	f	f		f		""	""	f	""	""	""	149	535
1784-01-27	Regnard (Jean-François)	Légataire universel (Le)	1	269		269	Courville	f	f	f	f		f		""	""	f	""	""	""	149	537
1784-01-27	Racine (Jean)	Plaideurs (Les)	2	269		269	Courville	f	f	f	f		f		""	""	f	""	""	""	149	537
1784-01-28	Corneille (Pierre)	Cid (Le)	1	270		270	Courville	f	f	f	f		f		""	""	f	""	""	""	149	539
1784-01-28	Goldoni (Carlo)	Bourru bienfaisant (Le)	2	270		270	Courville	f	f	f	f		f		""	""	f	""	""	""	149	539
1784-01-29	Regnard (Jean-François)	Joueur (Le)	1	271		271	Courville	f	f	f	f		f		""	""	f	""	""	""	149	541
1784-01-29	Poisson (Philippe)	Impromptu de campagne (L')	2	271		271	Courville	f	f	f	f		f		""	""	f	""	""	""	149	541
1784-01-30	Rochon de Chabannes (Marc-Antoine-Jacques)	Amants généreux (Les)	1	272		272	Courville	f	f	f	f		f		""	""	f	""	""	""	149	543
1784-01-30	Palissot de Montenoy (Charles)	Philosophes (Les )	2	272		272	Courville	f	f	f	f		f		""	""	f	""	""	""	149	543
1784-01-31	Ducis (Jean-François)	Macbeth	1	273		273	Courville	f	f	t	t	5	f		""	""	f	""	""	""	149	545
1784-01-31	Dancourt (Florent Carton dit)	Galant jardinier (Le)	2	273		273	Courville	f	f	f	f		f		""	""	f	""	""	""	149	545
1784-02-01	Bièvre (François-Georges Maréchal, marquis de)	Séducteur (Le)	1	274		274	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	547
1784-02-01	Du Fresny (Charles)	Double veuvage (Le)	2	274		274	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	547
1784-02-03	La Chaussée (Pierre-Claude)	Gouvernante (La)	1	275		275	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	549
1784-02-03	Voltaire (François-Marie Arouet dit)	Nanine ou le Préjugé vaincu	2	275		275	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	549
1784-02-04	Belloy (Pierre Laurent de)	Pierre le cruel	1	276		276	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	551
1784-02-04	Marivaux (Pierre de)	Legs (Le)	2	276		276	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	551
1784-02-05	Regnard (Jean-François)	Démocrite amoureux	1	277		277	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	553
1784-02-05	Lesage (Alain-René)	Crispin rival de son maître	2	277		277	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	553
1784-02-06	Molière (Jean-Baptiste Poquelin dit)	Femmes savantes (Les)	1	278		278	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	555
1784-02-06	Chamfort (Sébastien-Roch-Nicolas de)	Marchand de Smyrne (Le)	2	278		278	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	555
1784-02-07	Ducis (Jean-François)	Macbeth	1	279		279	Dugazon	f	f	t	t	6	f		""	""	f	""	""	""	149	557
1784-02-07	Dancourt (Florent Carton dit)	Curieux de Compiègne (Les) ou Les Camps de Compiègne	2	279		279	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	557
1784-02-08	Beaumarchais (Pierre-Augustin Caron de)	Barbier de Séville ou la Précaution inutile (Le)	1	280		280	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	559
1784-02-08	Destouches (Philippe Néricault dit)	Triple mariage (Le)	2	280		280	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	559
1784-02-09	Ducis (Jean-François)	Macbeth	1	281		281	Dugazon	f	f	t	t	7	f		""	""	f	""	""	""	149	561
1784-02-09	La Font (Joseph de)	Trois frères rivaux (Les)	2	281		281	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	561
1784-02-10	La Chaussée (Pierre-Claude)	Mélanide	1	282		282	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	563
1784-02-10	Chamfort (Sébastien-Roch-Nicolas de)	Jeune indienne (La)	2	282		282	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	563
1784-02-11	Racine (Jean), Moreau (Jean-Baptiste)	Athalie	1	283		283	Dugazon	f	f	f	f		f		S. Boissy	Joad	f	""	""	""	149	565
1784-02-11	Vigée (Louis-Jean-Baptiste-Étienne)	Aveux difficiles (Les)	2	283		283	Dugazon	f	f	f	f		f		Boissy	Le S. Boissy a repris? ses débuts par le rôle de Joad?	f	""	""	""	149	565
1784-02-13	Destouches (Philippe Néricault dit)	Glorieux (Le)	1	284		284	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	567
1784-02-13	Dancourt (Florent Carton dit)	Maison de campagne (La)	2	284		284	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	567
1784-02-14	Belloy (Pierre Laurent de)	Gabrielle de Vergy	1	285		285	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	569
1784-02-14	Poisson (Philippe)	Procureur arbitre (Le)	2	285		285	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	569
1784-02-15	Scarron (Paul)	Jodelet, ou le Maître valet	1	286		286	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	571
1784-02-15	Molière (Jean-Baptiste Poquelin dit)	Comtesse d'Escarbagnas (La)	2	286		286	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	571
1784-02-16	Scarron (Paul)	Don Japhet d'Arménie	1	287		287	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	573
1784-02-17	Saurin (Bernard-Joseph)	Beverlei	1	288		288	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	575
1784-02-17	Molière (Jean-Baptiste Poquelin dit)	Médecin malgré lui (Le) / Le Médecin forcé (titre alt.)	2	288		288	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	575
1784-02-18	Scarron (Paul)	Don Japhet d'Arménie	1	289		289	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	577
1784-02-19	Scarron (Paul)	Jodelet, ou le Maître valet	1	290		290	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	580
1784-02-19	Brueys (David-Augustin de)	Avocat Patelin (L')	2	290		290	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	580
1784-02-20	Destouches (Philippe Néricault dit)	Dissipateur ou l'Honnête friponne (Le)	1	291		291	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	581
1784-02-20	Legrand (Marc-Antoine)	Galant coureur ou l'Ouvrage d'un moment (Le)	2	291		291	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	581
1784-02-21	Scarron (Paul)	Don Japhet d'Arménie	1	292		292	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	583
1784-02-22	Legrand (Marc-Antoine)	Roi de Cocagne (Le)	1	293		293	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	585
1784-02-22	Molière (Jean-Baptiste Poquelin dit)	Comtesse d'Escarbagnas (La)	2	293		293	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	585
1784-02-23	Molière (Jean-Baptiste Poquelin dit)	Bourgeois gentilhomme (Le)	1	294		294	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	587
1784-02-24	Voltaire (François-Marie Arouet dit)	Alzire ou les Américains	1	295		295	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	589
1784-02-24	Dorat (Claude-Joseph)	Feinte par amour (La)	2	295		295	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	589
1784-02-25	Scarron (Paul)	Don Japhet d'Arménie	1	296		296	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	591
1784-02-26	Regnard (Jean-François)	Joueur (Le)	1	297		297	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	593
1784-02-26	Hauteroche (Noël Lebreton, sieur de)	Crispin médecin	2	297		297	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	593
1784-02-27	Molière (Jean-Baptiste Poquelin dit)	Bourgeois gentilhomme (Le)	1	298		298	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	595
1784-02-28	Racine (Jean)	Bérénice	1	299		299	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	597
1784-02-28	Molière (Jean-Baptiste Poquelin dit)	École des maris (L')	2	299		299	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	597
1784-02-29	Molière (Jean-Baptiste Poquelin dit)	Bourgeois gentilhomme (Le)	1	300		300	Dugazon	f	f	f	f		f		""	""	f	""	""	""	149	599
1784-03-01	Voltaire (François-Marie Arouet dit)	Fanatisme ou Mahomet le prophète (Le)	1	301		301	Courville	f	f	f	f		f		""	""	f	""	""	""	149	601
1784-03-01	Boissy (Louis de)	Français à Londres (Le)	2	301		301	Courville	f	f	f	f		f		""	""	f	""	""	""	149	601
1784-03-02	La Harpe (Jean François de)	Coriolan	1	302		302	Courville	f	f	t	t	1	f		""	""	f	""	""	""	149	603
1784-03-02	Collé (Charles)	Partie de chasse de Henri IV (La)	2	302		302	Courville	f	f	f	f		f		""	""	f	""	""	""	149	603
1784-03-03	Racine (Jean)	Plaideurs (Les)	1	303		303	Courville	f	f	f	f		f		""	""	f	""	""	""	149	605
1784-03-03	Legrand (Marc-Antoine)	Roi de Cocagne (Le)	2	303		303	Courville	f	f	f	f		f		""	""	f	""	""	""	149	605
1784-03-04	Marivaux (Pierre de)	Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.)	1	304		304	Courville	f	f	f	f		f		""	""	f	""	""	""	149	607
1784-03-04	Brueys (David-Augustin de)	Avocat Patelin (L')	2	304		304	Courville	f	f	f	f		f		""	""	f	""	""	""	149	607
1784-03-05	Molière (Jean-Baptiste Poquelin dit)	Amphitryon	1	305		305	Courville	f	f	f	f		f		""	""	f	""	""	""	149	609
1784-03-05	Boutet de Monvel (Jacques-Marie)	Amant Bourru (L')	2	305		305	Courville	f	f	f	f		f		""	""	f	""	""	""	149	609
1784-03-06	La Harpe (Jean François de)	Coriolan	1	306		306	Courville	f	f	t	t	2	f		""	""	f	""	""	""	149	611
1784-03-06	Dancourt (Florent Carton dit)	Été des coquettes (L')	2	306		306	Courville	f	f	f	f		f		""	""	f	""	""	""	149	611
1784-03-07	La Motte (Antoine Houdar de)	Inès de Castro	1	307		307	Courville	f	f	f	f		f		""	""	f	""	""	""	149	613
1784-03-07	Dancourt (Florent Carton dit)	Vacances (Les) / Les Vacances des procureurs (titre alt.)	2	307		307	Courville	f	f	f	f		f		""	""	f	""	""	""	149	613
1784-03-08	Scarron (Paul)	Jodelet, ou le Maître valet	1	308		308	Courville	f	f	f	f		f		""	""	f	""	""	""	149	615
1784-03-08	Molière (Jean-Baptiste Poquelin dit)	Monsieur de Pourceaugnac	2	308		308	Courville	f	f	f	f		f		""	""	f	""	""	""	149	615
1784-03-09	Molière (Jean-Baptiste Poquelin dit)	École des femmes (L')	1	309		309	Courville	f	f	f	f		f		S. Gerard	Arnolphe	f	""	""	""	149	617
1784-03-09	Poisson (Philippe)	Impromptu de campagne (L')	2	309		309	Courville	f	f	f	f		f		S. Gerard	Comte	f	""	""	""	149	617
1784-03-10	La Harpe (Jean François de)	Coriolan	1	310		310	Courville	f	f	t	t	3	f		""	""	f	""	""	""	149	619
1784-03-10	Fagan (Barthélemy-Christophe)	Pupille (La)	2	310		310	Courville	f	f	f	f		f		S. Gerard	Orgon	f	""	""	""	149	619
1784-03-11	Rochon de Chabannes (Marc-Antoine-Jacques)	Jaloux (Le)	1	311		311	""	f	f	t	t	1	f		""	""	f	""	""	""	149	621
1784-03-11	Du Fresny (Charles)	Esprit de contradiction (L')	2	311		311	""	f	f	f	f		f		S. Gerard	Lucas	f	""	""	""	149	621
1784-03-12	Molière (Jean-Baptiste Poquelin dit)	Avare (L')	1	312		312	Courville	f	f	f	f		f		S. Gerard	L'Avare	f	""	""	""	149	623
1784-03-12	Hauteroche (Noël Lebreton, sieur de)	Crispin médecin	2	312		312	Courville	f	f	f	f		f		""	""	f	""	""	""	149	623
1784-03-13	Rochon de Chabannes (Marc-Antoine-Jacques)	Jaloux (Le)	1	313		313	Courville	f	f	t	t	2	f		""	""	f	""	""	""	149	625
1784-03-13	Hauteroche (Noël Lebreton, sieur de)	Cocher supposé (Le)	2	313		313	Courville	f	f	f	f		f		""	""	f	""	""	""	149	625
1784-03-14	Rochon de Chabannes (Marc-Antoine-Jacques)	Jaloux (Le)	1	314		314	Courville	f	f	t	t	3	f		""	""	f	""	""	""	149	627
1784-03-14	Rochon de Chabannes (Marc-Antoine-Jacques)	Manie des arts ou la Matinée à la mode (La)	2	314		314	Courville	f	f	f	f		f		""	""	f	""	""	""	149	627
1784-03-15	La Harpe (Jean François de)	Coriolan	1	315		315	Courville	f	f	t	t	4	f		""	""	f	""	""	""	149	629
1784-03-15	Dancourt (Florent Carton dit)	Mari retrouvé (Le)	2	315		315	Courville	f	f	f	f		f		S. Gerard	Julien	f	""	""	""	149	629
1784-03-16	Regnard (Jean-François)	Légataire universel (Le)	1	316		316	Courville	f	f	f	f		f		S. Gerard	Geronte	f	""	""	""	149	631
1784-03-16	Brueys (David-Augustin de)	Avocat Patelin (L')	2	316		316	Courville	f	f	f	f		f		S. Gerard	Guillaume	f	""	""	""	149	631
1784-03-17	Rochon de Chabannes (Marc-Antoine-Jacques)	Jaloux (Le)	1	317		317	Courville	f	f	t	t	4	f		""	""	f	""	""	""	149	633
1784-03-17	Saurin (Bernard-Joseph)	Mœurs du temps (Les)	2	317		317	Courville	f	f	f	f		f		""	""	f	""	""	""	149	633
1784-03-18	Diderot (Denis)	Père de famille (Le)	1	318		318	Courville	f	f	f	f		f		S. Gerard	Le Commandeur d'Auvile	f	""	""	""	149	635
1784-03-18	Regnard (Jean-François)	Retour imprévu (Le)	2	318		318	Courville	f	f	f	f		f		""	""	f	""	""	""	149	635
1784-03-19	La Harpe (Jean François de)	Coriolan	1	319		319	Courville	f	f	t	t	5	f		""	""	f	""	""	""	149	637
1784-03-19	Boursault (Edme)	Mercure galant (Le) ou la Comédie sans titre / La Pièce sans titre (titre alt.)	2	319		319	Courville	f	f	f	f		f		""	""	f	""	""	""	149	637
1784-03-20	Rochon de Chabannes (Marc-Antoine-Jacques)	Jaloux (Le)	1	320		320	Courville	f	f	t	t	5	f		""	""	f	""	""	""	149	639
1784-03-20	Sedaine (Michel-Jean)	Gageure imprévue (La)	2	320		320	Courville	f	f	f	f		f		""	""	f	""	""	""	149	639
1784-03-21	La Harpe (Jean François de)	Coriolan	1	321		321	Courville	f	f	t	t	6	f		""	""	f	""	""	""	149	641
1784-03-21	Molière (Jean-Baptiste Poquelin dit)	George Dandin ou le Mari confondu	2	321		321	Courville	f	f	f	f		f		S. Gerard	George Dandin	f	""	""	""	149	641
1784-03-22	Rochon de Chabannes (Marc-Antoine-Jacques)	Jaloux (Le)	1	322		322	Courville	f	f	t	t	6	f		""	""	f	""	""	""	149	643
1784-03-22	Goldoni (Carlo)	Bourru bienfaisant (Le)	2	322		322	Courville	f	f	f	f		f		""	""	f	""	""	""	149	643
1784-03-23	Racine (Jean)	Iphigénie ou Iphigénie en Aulide	1	323		323	Courville	f	f	f	f		f		Dame Bernardi	Iphigénie	f	""	""	""	149	645
1784-03-23	La Font (Joseph de)	Trois frères rivaux (Les)	2	323		323	Courville	f	f	f	f		f		""	""	f	""	""	""	149	645
1784-03-24	La Harpe (Jean François de)	Coriolan	1	324		324	Courville	f	f	t	t	7	f		""	""	f	""	""	""	149	647
1784-03-24	Palaprat (Jean de)	Grondeur (Le)	2	324		324	Courville	f	f	f	f		f		""	""	f	""	""	""	149	647
1784-03-26	Collé (Charles)	Partie de chasse de Henri IV (La)	1	325		325	Courville	f	f	f	f		f		""	""	f	""	""	""	149	649
1784-03-26	Legrand (Marc-Antoine)	Roi de Cocagne (Le)	2	325		325	Courville	f	f	f	f		f		""	""	f	""	""	""	149	649
1784-03-27	Voltaire (François-Marie Arouet dit)	Mérope	1	326		326	Courville	f	t	f	f		f		""	Le S. Fisal? a fait le compliment?	f	""	""	""	149	652
1784-03-27	Marivaux (Pierre de)	Legs (Le)	2	326		326	Courville	f	t	f	f		f		""	""	f	""	""	""	149	652
1784-04-19	Rochon de Chabannes (Marc-Antoine-Jacques)	Jaloux (Le)	1	1		1	Courville	t	f	t	t	7	f		""	""		""	""	""	150	005
1784-04-19	Legrand (Marc-Antoine)	Aveugle clairvoyant (L')	2	1		1	Courville	t	f	f	f		f		""	""		""	""	""	150	005
1784-04-20	Molière (Jean-Baptiste Poquelin dit)	Tartuffe ou l'Imposteur	1	2		2	Courville	f	f	f	f		f		""	""		""	""	""	150	007
1784-04-20	Boissy (Louis de)	Babillard (Le)	2	2		2	Courville	f	f	f	f		f		""	""		""	""	""	150	007
1784-04-21	La Harpe (Jean François de)	Coriolan	1	3		3	Courville	f	f	t	t	8	f		""	""		""	""	""	150	009
1784-04-21	Forgeot (Nicolas-Julien)	Rivaux amis (Les)	2	3		3	Courville	f	f	f	f		f		""	""		""	""	""	150	009
1784-04-22	Brueys (David-Augustin de)	Muet (Le)	1	4		4	Courville	f	f	f	f		f		""	""		""	""	""	150	011
1784-04-22	Chamfort (Sébastien-Roch-Nicolas de)	Marchand de Smyrne (Le)	2	4		4	Courville	f	f	f	f		f		""	""		""	""	""	150	011
1784-04-23	Le Mierre (Antoine-Marin)	Veuve du Malabar ou l'Empire des coutumes (La)	1	5		5	Courville	f	f	f	f		f		""	""		""	""	""	150	013
1784-04-23	Molière (Jean-Baptiste Poquelin dit)	Comtesse d'Escarbagnas (La)	2	5		5	Courville	f	f	f	f		f		""	""		""	""	""	150	013
1784-04-24	Rochon de Chabannes (Marc-Antoine-Jacques)	Jaloux (Le)	1	6		6	Courville	f	f	t	t	8	f		""	""		""	""	""	150	015
1784-04-24	Destouches (Philippe Néricault dit)	Fausse Agnès ou le Poète campagnard (La)	2	6		6	Courville	f	f	f	f		f		""	""		""	""	""	150	015
1784-04-25	La Harpe (Jean François de)	Coriolan	1	7		7	Courville	f	f	t	t	7	f		""	""		""	""	""	150	017
1784-04-25	Boursault (Edme)	Mercure galant (Le) ou la Comédie sans titre / La Pièce sans titre (titre alt.)	2	7		7	Courville	f	f	f	f		f		""	""		""	""	""	150	017
1784-04-26	Le Mierre (Antoine-Marin)	Hypermnestre	1	8		8	Courville	f	f	f	f		f		""	""		""	""	""	150	019
1784-04-26	Voltaire (François-Marie Arouet dit)	Nanine ou le Préjugé vaincu	2	8		8	Courville	f	f	f	f		f		""	""		""	""	""	150	019
1784-04-27	Beaumarchais (Pierre-Augustin Caron de)	Mariage de Figaro ou la Folle journée (Le)	1	9		9	Courville	f	f	t	t	1	f		""	""		""	""	""	150	021
1784-04-28	Voltaire (François-Marie Arouet dit)	Orphelin de la Chine (L')	1	10		10	Courville	f	f	f	f		f		""	""		""	""	""	150	023
1784-04-28	Poisson (Philippe)	Procureur arbitre (Le)	2	10		10	Courville	f	f	f	f		f		""	""		""	""	""	150	023
1784-04-29	Beaumarchais (Pierre-Augustin Caron de)	Mariage de Figaro ou la Folle journée (Le)	1	11		11	Courville	f	f	t	t	2	f		""	""		""	""	""	150	025
1784-04-30	Beaumarchais (Pierre-Augustin Caron de)	Mariage de Figaro ou la Folle journée (Le)	1	12		12	Courville	f	f	t	t	3	f		""	""		""	""	""	150	027
1784-05-01	La Harpe (Jean François de)	Coriolan	1	13		13	Courville	f	f	t	t	9	f		""	""		""	""	""	150	029
1784-05-01	Palaprat (Jean de)	Grondeur (Le)	2	13		13	Courville	f	f	f	f		f		""	""		""	""	""	150	029
1784-05-02	Belloy (Pierre Laurent de)	Zelmire	1	14		14	Saint-Prix	f	f	f	f		f		""	""		""	""	""	150	031
1784-05-02	Desfontaines (François-Georges)	Fête de village (La)	2	14		14	Saint-Prix	f	f	f	f		f		""	""		""	""	""	150	031
1784-05-03	Lesage (Alain-René)	Turcaret	1	15		15	Saint-Prix	f	f	f	f		f		""	""		""	""	""	150	033
1784-05-03	Destouches (Philippe Néricault dit)	Triple mariage (Le)	2	15		15	Saint-Prix	f	f	f	f		f		""	""		""	""	""	150	033
1784-05-04	Beaumarchais (Pierre-Augustin Caron de)	Mariage de Figaro ou la Folle journée (Le)	1	16		16	Saint-Prix 	f	f	t	t	4	f		""	""		""	""	""	150	035
1784-05-05	Racine (Jean)	Phèdre et Hippolyte ou Phèdre	1	17		17	Saint-Prix	f	f	f	f		f		""	""		""	""	""	150	037
1784-05-05	Molière (Jean-Baptiste Poquelin dit)	Monsieur de Pourceaugnac	2	17		17	Saint-Prix	f	f	f	f		f		""	""		""	""	""	150	037
1784-05-06	Beaumarchais (Pierre-Augustin Caron de)	Mariage de Figaro ou la Folle journée (Le)	1	18		18	De Saint-Prix	f	f	t	t	5	f		""	""		""	""	""	150	039
1784-05-07	Regnard (Jean-François)	Joueur (Le)	1	19		19	Saint-Prix	f	f	f	f		f		""	""		""	""	""	150	041
1784-05-07	Racine (Jean)	Plaideurs (Les)	2	19		19	Saint-Prix	f	f	f	f		f		""	""		""	""	""	150	041
1784-05-08	Rochon de Chabannes (Marc-Antoine-Jacques)	Jaloux (Le)	1	20		20	Saint-Prix 	f	f	t	t	9	f		""	""		""	""	""	150	043
1784-05-08	Molière (Jean-Baptiste Poquelin dit)	École des maris (L')	2	20		20	Saint-Prix 	f	f	f	f		f		""	""		""	""	""	150	043
1784-05-09	La Harpe (Jean François de)	Coriolan	1	21		21	Saint-Prix 	f	f	t	t	11	f		""	""		""	""	""	150	045
1784-05-09	Collé (Charles)	Partie de chasse de Henri IV (La)	2	21		21	Saint-Prix 	f	f	f	f		f		""	""		""	""	""	150	045
1784-05-10	Beaumarchais (Pierre-Augustin Caron de)	Mariage de Figaro ou la Folle journée (Le)	1	22		22	De Saint-Prix	f	f	t	t	6	f		""	""		""	""	""	150	047
1784-05-11	Belloy (Pierre Laurent de)	Gabrielle de Vergy	1	23		23	Saint-Prix	f	f	f	f		f		""	""		""	""	""	150	049
1784-05-11	Chamfort (Sébastien-Roch-Nicolas de)	Jeune indienne (La)	2	23		23	Saint-Prix	f	f	f	f		f		""	""		""	""	""	150	049
