date	author	title	ordering	register_num	receipts	representation	signatory	ouverture	cloture	free_access	firstrun	firstrun_perfnum	reprise	reprise_perfnum	newactor	actorrole	debut	ex_attendance	ex_representation	ex_place	image_volume	image_page
1777-05-12	La Place (Pierre-Antoine de)	Veuvage trompeur (Le)	2	34		34	Des Essarts	f	f	t	t	3	f		""	""		""	""	""	142	073
1777-05-13	Voltaire (François-Marie Arouet dit)	Enfant prodigue ou L'École de la jeunesse (L')	1	35		35	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	075
1777-05-13	La Fontaine (Jean de)	Florentin (Le)	2	35		35	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	075
1777-05-14	Voltaire (François-Marie Arouet dit)	Œdipe	1	36		36	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	077
1777-05-14	La Place (Pierre-Antoine de)	Veuvage trompeur (Le)	2	36		36	Des Essarts	f	f	t	t	4	f		""	""		""	""	""	142	077
1777-05-15	Destouches (Philippe Néricault dit)	Glorieux (Le)	1	37		37	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	079
1777-05-15	Dancourt (Florent Carton dit)	Été des coquettes (L')	2	37		37	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	079
1777-05-16	Du Fresny (Charles)	Réconciliation normande (La)	1	38		38	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	082
1777-05-16	Dancourt (Florent Carton dit)	Galant jardinier (Le)	2	38		38	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	082
1777-05-17	Corneille (Pierre)	Nicomède	1	39		39	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	083
1777-05-17	Boursault (Edme)	Mercure galant (Le) ou la Comédie sans titre / La Pièce sans titre (titre alt.)	2	39		39	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	083
1777-05-19	Regnard (Jean-François)	Distrait (Le)	1	40		40	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	085
1777-05-19	Destouches (Philippe Néricault dit)	Fausse Agnès ou le Poète campagnard (La)	2	40		40	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	085
1777-05-20	Racine (Jean), Moreau (Jean-Baptiste)	Athalie	1	41		41	Des Essarts	f	f	f	f		f		""	""		L'Empereur	""	""	142	087
1777-05-20	Marivaux (Pierre de)	Legs (Le)	2	41		41	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	087
1777-05-21	Voltaire (François-Marie Arouet dit)	Zaïre	1	42		42	Des Essarts	f	f	f	f		f		""	""		La Reine, Monsieur, Madame, l'Empereur	""	""	142	089
1777-05-21	Saint-Foix (Germain-François Poullain de)	Oracle (L')	2	42		42	Des Essarts	f	f	f	f		f		""	""		La Reine, Monsieur, Madame, l'Empereur	""	""	142	089
1777-05-22	Hauteroche (Noël Lebreton, sieur de)	Esprit follet ou la Dame invisible (L')	1	43		43	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	091
1777-05-22	Sedaine (Michel-Jean)	Gageure imprévue (La)	2	43		43	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	091
1777-05-23	Regnard (Jean-François)	Légataire universel (Le)	1	44		44	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	093
1777-05-23	Molière (Jean-Baptiste Poquelin dit)	Médecin malgré lui (Le) / Le Médecin forcé (titre alt.)	2	44		44	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	093
1777-05-24	Lefèvre (Pierre-François-Alexandre)	Zuma	1	45		45	Des Essarts	f	f	t	t	17	f		""	""		""	""	""	142	096
1777-05-24	Hauteroche (Noël Lebreton, sieur de)	Crispin médecin	2	45		45	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	096
1777-05-25	Molière (Jean-Baptiste Poquelin dit)	Femmes savantes (Les)	1	46		46	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	097
1777-05-25	Dancourt (Florent Carton dit)	Fête de village ou les Bourgeoises de qualité (La)	2	46		46	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	097
1777-05-26	Lefèvre (Pierre-François-Alexandre)	Zuma	1	47		47	Des Essarts	f	f	t	t	18	f		""	""		""	""	""	142	099
1777-05-26	Du Fresny (Charles)	Coquette de village ou le Lot supposé (La)	2	47		47	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	099
1777-05-27	Destouches (Philippe Néricault dit)	Dissipateur ou l'Honnête friponne (Le)	1	48		48	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	101
1777-05-27	Destouches (Philippe Néricault dit)	Triple mariage (Le)	2	48		48	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	101
1777-05-28	Voltaire (François-Marie Arouet dit)	Tancrède	1	49		49	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	104
1777-05-28	Molière (Jean-Baptiste Poquelin dit)	Comtesse d'Escarbagnas (La)	2	49		49	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	104
1777-05-30	Cailhava de L'Estandoux (Jean-François)	Tuteur dupé (Le) ou La Maison à deux portes	1	50		50	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	105
1777-05-30	Palaprat (Jean de)	Grondeur (Le)	2	50		50	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	105
1777-05-31	Lefèvre (Pierre-François-Alexandre)	Zuma	1	51		51	Des Essarts	f	f	t	t	19	f		""	""		""	""	""	142	107
1777-05-31	Boissy (Louis de)	Français à Londres (Le)	2	51		51	Des Essarts	f	f	f	f		f		""	""		""	""	""	142	107
1777-06-01	Cailhava de L'Estandoux (Jean-François)	Tuteur dupé (Le) ou La Maison à deux portes	1	52		52	Dauberval	f	f	f	f		f		""	""		""	""	""	142	109
1777-06-01	Dancourt (Florent Carton dit)	Trois cousines (Les)	2	52		52	Dauberval	f	f	f	f		f		""	""		""	""	""	142	109
1777-06-02	Voltaire (François-Marie Arouet dit)	Brutus	1	53		53	Dauberval	f	f	f	f		f		""	""		""	""	""	142	111
1777-06-02	Rochon de Chabannes (Marc-Antoine-Jacques)	Heureusement	2	53		53	Dauberval	f	f	f	f		f		""	""		""	""	""	142	111
1777-06-03	Destouches (Philippe Néricault dit)	Philosophe marié ou le Mari honteux de l'être (Le)	1	54		54	Dauberval	f	f	f	f		f		""	""		""	""	""	142	113
1777-06-03	Hauteroche (Noël Lebreton, sieur de)	Deuil (Le)	2	54		54	Dauberval	f	f	f	f		f		""	""		""	""	""	142	113
1777-06-04	Crébillon (Prosper Jolyot de)	Électre	1	55		55	Dauberval	f	f	f	f		f		Le Sr Natte	Palamède		""	""	""	142	115
1777-06-04	Molière (Jean-Baptiste Poquelin dit)	Amour médecin (L') / Les Médecins / Les 4 Médecins (titre alt.)	2	55		55	Dauberval	f	f	f	f		f		""	""		""	""	""	142	115
1777-06-05	Boursault (Edme)	Ésope à la cour	1	56		56	Dauberval	f	f	f	f		f		""	""		""	""	""	142	117
1777-06-05	Legrand (Marc-Antoine)	Paniers ou la Vieille précieuse (Les) / Les Poupées (titre alt.)	2	56		56	Dauberval	f	f	f	f		f		""	""		""	""	""	142	117
1777-06-06	Dancourt (Florent Carton dit)	Chevalier à la mode (Le)	1	57		57	Dauberval	f	f	f	f		f		""	""		""	""	""	142	119
1777-06-06	Regnard (Jean-François)	Folies amoureuses (Les)	2	57		57	Dauberval	f	f	f	f		f		""	""		""	""	""	142	119
1777-06-07	Guimond de La Touche (Claude)	Iphigénie en Tauride	1	58		58	Dauberval	f	f	f	f		f		""	""		""	""	""	142	121
1777-06-07	Dorat (Claude-Joseph)	Feinte par amour (La)	2	58		58	Dauberval	f	f	f	f		f		""	""		""	""	""	142	121
1777-06-08	Boursault (Edme)	Ésope à la cour	1	59		59	Dauberval	f	f	f	f		f		""	""		""	""	""	142	123
1777-06-08	Legrand (Marc-Antoine)	Paniers ou la Vieille précieuse (Les) / Les Poupées (titre alt.)	2	59		59	Dauberval	f	f	f	f		f		""	""		""	""	""	142	123
1777-06-09	Sedaine (Michel-Jean)	Philosophe sans le savoir (Le)	1	60		60	Dauberval	f	f	f	f		f		""	""		""	""	""	142	125
1777-06-09	Dorat (Claude-Joseph)	Feinte par amour (La)	2	60		60	Dauberval	f	f	f	f		f		""	""		""	""	""	142	125
1777-06-10	Gresset (Jean-Baptiste-Louis)	Méchant (Le)	1	61		61	Dauberval	f	f	f	f		f		""	""		""	""	""	142	127
1777-06-10	Du Fresny (Charles)	Esprit de contradiction (L')	2	61		61	Dauberval	f	f	f	f		f		""	""		""	""	""	142	127
1777-06-11	Racine (Jean), Moreau (Jean-Baptiste)	Athalie	1	62		62	Dauberval	f	f	f	f		f		Sr Dufrenel	Joad		""	""	""	142	129
1777-06-11	Dancourt (Florent Carton dit)	Tuteur amoureux (Le) ou Le Tuteur	2	62		62	Dauberval	f	f	f	f		f		""	""		""	""	""	142	129
1777-06-12	Beaumarchais (Pierre-Augustin Caron de)	Eugénie	1	63		63	Dauberval	f	f	f	f		f		La Croizette	Eugénie		""	""	""	142	132
1777-06-12	Saint-Foix (Germain-François Poullain de)	Oracle (L')	2	63		63	Dauberval	f	f	f	f		f		La Croizette	Lucinde		""	""	""	142	132
1777-06-13	Molière (Jean-Baptiste Poquelin dit)	École des femmes (L')	1	64		64	Dauberval	f	f	f	f		f		La Croizette	Agnès		""	""	""	142	133
1777-06-13	Poisson (Philippe)	Impromptu de campagne (L')	2	64		64	Dauberval	f	f	f	f		f		""	""		""	""	""	142	133
1777-06-14	Diderot (Denis)	Père de famille (Le)	1	65		65	Dauberval	f	f	f	f		f		""	""		""	""	""	142	135
1777-06-14	Legrand (Marc-Antoine)	Épreuve réciproque (L')	2	65		65	Dauberval	f	f	f	f		f		""	""		""	""	""	142	135
1777-06-15	Voltaire (François-Marie Arouet dit)	Fanatisme ou Mahomet le prophète (Le)	1	66		66	Dauberval	f	f	f	f		f		""	""		""	""	""	142	137
1777-06-15	Dancourt (Florent Carton dit)	Mari retrouvé (Le)	2	66		66	Dauberval	f	f	f	f		f		""	""		""	""	""	142	137
1777-06-16	Beaumarchais (Pierre-Augustin Caron de)	Barbier de Séville ou la Précaution inutile (Le)	1	67		67	Dauberval	f	f	f	f		f		""	""		""	""	""	142	139
1777-06-16	Hauteroche (Noël Lebreton, sieur de)	Crispin médecin	2	67		67	Dauberval	f	f	f	f		f		""	""		""	""	""	142	139
1777-06-17	Du Fresny (Charles)	Réconciliation normande (La)	1	68		68	Dauberval	f	f	f	f		f		""	""		""	""	""	142	141
1777-06-17	Molière (Jean-Baptiste Poquelin dit)	Précieuses ridicules (Les)	2	68		68	Dauberval	f	f	f	f		f		""	""		""	""	""	142	141
1777-06-18	Racine (Jean)	Phèdre et Hippolyte ou Phèdre	1	69		69	Dauberval	f	f	f	f		f		""	""		""	""	""	142	143
1777-06-18	Boissy (Louis de)	Sage étourdi (Le) ou L'Homme indépendant	2	69		69	Dauberval	f	f	f	f		f		""	""		""	""	""	142	143
1777-06-19	Cailhava de L'Estandoux (Jean-François)	Égoïsme (L')	1	70		70	Dauberval	t	f	t	t	1	f		""	""		""	""	""	142	145
1777-06-19	Regnard (Jean-François)	Sérénade (La)	2	70		70	Dauberval	t	f	f	f		f		""	""		""	""	""	142	145
1777-06-20	Voltaire (François-Marie Arouet dit)	Nanine ou le Préjugé vaincu	1	71		71	Dauberval	f	f	f	f		f		""	""		""	""	""	142	147
1777-06-20	Collé (Charles)	Dupuis et Desronais - Dupuis et des Renais - Dupuis et des Ronais	2	71		71	Dauberval	f	f	f	f		f		""	""		""	""	""	142	147
1777-06-21	Cailhava de L'Estandoux (Jean-François)	Égoïsme (L')	1	72		72	Dauberval	f	f	t	t	2	f		""	""		""	""	""	142	150
1777-06-21	Regnard (Jean-François)	Retour imprévu (Le)	2	72		72	Dauberval	f	f	f	f		f		""	""		""	""	""	142	150
1777-06-22	Belloy (Pierre Laurent de)	Siège de Calais (Le)	1	73		73	Dauberval	f	f	f	f		f		""	""		""	""	""	142	152
1777-06-22	Favart (Charles-Simon)	Anglais à Bordeaux (L')	2	73		73	Dauberval	f	f	f	f		f		""	""		""	""	""	142	152
1777-06-23	Cailhava de L'Estandoux (Jean-François)	Égoïsme (L')	1	74		74	Dauberval	f	f	t	t	3	f		""	""		""	""	""	142	153
1777-06-23	Lesage (Alain-René)	Crispin rival de son maître	2	74		74	Dauberval	f	f	f	f		f		""	""		""	""	""	142	153
1777-06-24	Beaumarchais (Pierre-Augustin Caron de)	Barbier de Séville ou la Précaution inutile (Le)	1	75		75	Dauberval	f	f	f	f		f		""	""		""	""	""	142	155
1777-06-24	Dancourt (Florent Carton dit)	Galant jardinier (Le)	2	75		75	Dauberval	f	f	f	f		f		""	""		""	""	""	142	155
1777-06-25	Cailhava de L'Estandoux (Jean-François)	Égoïsme (L')	1	76		76	Dauberval	f	f	t	t	4	f		""	""		""	""	""	142	157
1777-06-25	Pont-de-Veyle (Antoine de Fériol, comte de)	Somnambule (Le)	2	76		76	Dauberval	f	f	f	f		f		""	""		""	""	""	142	157
1777-06-26	Voltaire (François-Marie Arouet dit)	Orphelin de la Chine (L')	1	77		77	Dauberval	f	f	f	f		f		""	""		""	""	""	142	159
1777-06-26	Favart (Charles-Simon)	Anglais à Bordeaux (L')	2	77		77	Dauberval	f	f	f	f		f		""	""		La reine, Madame Elisabeth	""	""	142	159
1777-06-27	Boursault (Edme)	Ésope à la cour	1	78		78	Dauberval	f	f	f	f		f		""	""		""	""	""	142	161
1777-06-27	Hauteroche (Noël Lebreton, sieur de)	Cocher supposé (Le)	2	78		78	Dauberval	f	f	f	f		f		""	""		""	""	""	142	161
1777-06-28	Cailhava de L'Estandoux (Jean-François)	Égoïsme (L')	1	79		79	Dauberval	f	f	t	t	5	f		""	""		""	""	""	142	163
1777-06-28	Du Fresny (Charles)	Dédit (Le)	2	79		79	Dauberval	f	f	f	f		f		""	""		""	""	""	142	163
1777-06-29	Belloy (Pierre Laurent de)	Siège de Calais (Le)	1	80		80	Dauberval	f	f	f	f		f		""	""		""	""	""	142	165
1777-06-29	Marivaux (Pierre de)	Legs (Le)	2	80		80	Dauberval	f	f	f	f		f		""	""		""	""	""	142	165
1777-06-30	Saurin (Bernard-Joseph)	Beverlei	1	81		81	Dauberval	f	f	f	f		f		""	""		""	""	""	142	168
1777-06-30	Legrand (Marc-Antoine)	Nouveauté (La)	2	81		81	Dauberval	f	f	f	f		f		""	""		""	""	""	142	168
1777-07-01	Regnard (Jean-François)	Joueur (Le)	1	82		82	Bouret	f	f	f	f		f		""	""		""	""	""	142	170
1777-07-01	Legrand (Marc-Antoine)	Galant coureur ou l'Ouvrage d'un moment (Le)	2	82		82	Bouret	f	f	f	f		f		""	""		""	""	""	142	170
1777-07-02	Corneille (Pierre)	Cinna ou la Clémence d'Auguste	1	83		83	Bouret	f	f	f	f		f		Vanove	Auguste		""	""	""	142	172
1777-07-02	Fagan (Barthélemy-Christophe)	Rendez-vous ou l'Amour supposé (Le)	2	83		83	Bouret	f	f	f	f		f		""	""		""	""	""	142	172
1777-07-03	Piron (Alexis)	Métromanie ou le Poète (La)	1	84		84	Bouret	f	f	f	f		f		""	""		""	""	""	142	174
1777-07-03	Brueys (David-Augustin de)	Avocat Patelin (L')	2	84		84	Bouret	f	f	f	f		f		""	""		""	""	""	142	174
1777-07-04	Voltaire (François-Marie Arouet dit)	Enfant prodigue ou L'École de la jeunesse (L')	1	85		85	Bouret	f	f	f	f		f		""	""		""	""	""	142	175
1777-07-04	Chamfort (Sébastien-Roch-Nicolas de)	Jeune indienne (La)	2	85		85	Bouret	f	f	f	f		f		Vanove	""		""	""	""	142	175
1777-07-05	Diderot (Denis)	Père de famille (Le)	1	86		86	Bouret	f	f	f	f		f		""	""		""	""	""	142	178
1777-07-05	Legrand (Marc-Antoine)	Aveugle clairvoyant (L')	2	86		86	Bouret	f	f	f	f		f		""	""		""	""	""	142	178
1777-07-06	Le Mierre (Antoine-Marin)	Hypermnestre	1	87		87	Bouret	f	f	f	f		f		""	""		""	""	""	142	180
1777-07-06	Voltaire (François-Marie Arouet dit)	Nanine ou le Préjugé vaincu	2	87		87	Bouret	f	f	f	f		f		""	""		""	""	""	142	180
1777-07-07	Beaumarchais (Pierre-Augustin Caron de)	Barbier de Séville ou la Précaution inutile (Le)	1	88		88	Bouret	f	f	f	f		f		""	""		""	""	""	142	181
1777-07-07	Hauteroche (Noël Lebreton, sieur de)	Cocher supposé (Le)	2	88		88	Bouret	f	f	f	f		f		""	""		""	""	""	142	181
1777-07-08	Destouches (Philippe Néricault dit)	Glorieux (Le)	1	89		89	Bouret	f	f	f	f		f		""	""		""	""	""	142	184
1777-07-08	Dancourt (Florent Carton dit)	Été des coquettes (L')	2	89		89	Bouret	f	f	f	f		f		""	""		""	""	""	142	184
1777-07-09	Voltaire (François-Marie Arouet dit)	Fanatisme ou Mahomet le prophète (Le)	1	90		90	Bouret	f	f	f	f		f		""	""		""	""	""	142	186
1777-07-09	Bret (Antoine)	École amoureuse (L')	2	90		90	Bouret	f	f	f	f		f		""	""		""	""	""	142	186
1777-07-10	Molière (Jean-Baptiste Poquelin dit)	Avare (L')	1	91		91	Bouret	f	f	f	f		f		""	""		""	""	""	142	187
1777-07-10	Sedaine (Michel-Jean)	Gageure imprévue (La)	2	91		91	Bouret	f	f	f	f		f		""	""		""	""	""	142	187
1777-07-11	Hauteroche (Noël Lebreton, sieur de)	Esprit follet ou la Dame invisible (L')	1	92		92	Bouret	f	f	f	f		f		""	""		""	""	""	142	190
1777-07-11	Legrand (Marc-Antoine)	Usurier gentilhomme (L')	2	92		92	Bouret	f	f	f	f		f		""	""		""	""	""	142	190
1777-07-12	Belloy (Pierre Laurent de)	Gabrielle de Vergy	1	93		93	Bouret	f	f	t	t	1	f		""	""		""	""	""	142	191
1777-07-12	Bret (Antoine)	École amoureuse (L')	2	93		93	Bouret	f	f	f	f		f		""	""		""	""	""	142	191
1777-07-13	Cailhava de L'Estandoux (Jean-François)	Égoïsme (L')	1	94		94	Bouret	f	f	t	t	6	f		""	""		""	""	""	142	193
1777-07-13	Saurin (Bernard-Joseph)	Mœurs du temps (Les)	2	94		94	Bouret	f	f	f	f		f		""	""		""	""	""	142	193
1777-07-14	Diderot (Denis)	Père de famille (Le)	1	95		95	Bouret	f	f	f	f		f		""	""		""	""	""	142	195
1777-07-14	Legrand (Marc-Antoine)	Amour diable (L')	2	95		95	Bouret	f	f	f	f		f		""	""		""	""	""	142	195
1777-07-15	Molière (Jean-Baptiste Poquelin dit)	École des femmes (L')	1	96		96	Bouret	f	f	f	f		f		""	""		""	""	""	142	197
1777-07-15	Molière (Jean-Baptiste Poquelin dit)	Médecin malgré lui (Le) / Le Médecin forcé (titre alt.)	2	96		96	Bouret	f	f	f	f		f		""	""		""	""	""	142	197
1777-07-16	Belloy (Pierre Laurent de)	Gabrielle de Vergy	1	97		97	Bouret	f	f	t	t	2	f		""	""		""	""	""	142	199
1777-07-16	Rochon de Chabannes (Marc-Antoine-Jacques)	Heureusement	2	97		97	Bouret	f	f	f	f		f		""	""		""	""	""	142	199
1777-07-17	La Chaussée (Pierre-Claude)	Préjugé à la mode (Le)	1	98		98	Bouret	f	f	f	f		f		""	""		""	""	""	142	201
1777-07-17	Dancourt (Florent Carton dit)	Charivari (Le)	2	98		98	Bouret	f	f	f	f		f		""	""		""	""	""	142	201
1777-07-18	Molière (Jean-Baptiste Poquelin dit)	Misanthrope (Le)	1	99		99	Bouret	f	f	f	f		f		""	""		""	""	""	142	203
1777-07-18	Lesage (Alain-René)	Crispin rival de son maître	2	99		99	Bouret	f	f	f	f		f		""	""		""	""	""	142	203
1777-07-19	Boursault (Edme)	Ésope à la cour	1	100		100	Bouret	f	f	f	f		f		""	""		""	""	""	142	206
1777-07-19	Favart (Charles-Simon)	Anglais à Bordeaux (L')	2	100		100	Bouret	f	f	f	f		f		""	""		""	""	""	142	206
1777-07-20	Molière (Jean-Baptiste Poquelin dit)	Tartuffe ou l'Imposteur	1	101		101	Bouret	f	f	f	f		f		""	""		""	""	""	142	208
1777-07-20	Dancourt (Florent Carton dit)	Mari retrouvé (Le)	2	101		101	Bouret	f	f	f	f		f		""	""		""	""	""	142	208
1777-07-21	Belloy (Pierre Laurent de)	Gabrielle de Vergy	1	102		102	Bouret	f	f	t	t	3	f		""	""		""	""	""	142	210
1777-07-21	Dancourt (Florent Carton dit)	Colin-Maillard	2	102		102	Bouret	f	f	f	f		f		""	""		""	""	""	142	210
1777-07-22	Baron (Michel Boyron dit)	Homme à bonnes fortunes (L') / L'Homme à bonne fortune (titre alt).	1	103		103	Bouret	f	f	f	f		f		""	""		""	""	""	142	212
1777-07-22	Legrand (Marc-Antoine)	Métamorphose amoureuse (La)	2	103		103	Bouret	f	f	f	f		f		""	""		""	""	""	142	212
1777-07-23	Corneille (Pierre)	Cid (Le)	1	104		104	Bouret	f	f	f	f		f		""	""		""	""	""	142	213
1777-07-23	Pont-de-Veyle (Antoine de Fériol, comte de)	Somnambule (Le)	2	104		104	Bouret	f	f	f	f		f		""	""		""	""	""	142	213
1777-07-24	Molière (Jean-Baptiste Poquelin dit)	Femmes savantes (Les)	1	105		105	Bouret	f	f	f	f		f		""	""		""	""	""	142	215
1777-07-24	Molière (Jean-Baptiste Poquelin dit)	Comtesse d'Escarbagnas (La)	2	105		105	Bouret	f	f	f	f		f		""	""		""	""	""	142	215
1777-07-25	Lesage (Alain-René)	Turcaret	1	106		106	Bouret	f	f	f	f		f		""	""		""	""	""	142	217
1777-07-25	Legrand (Marc-Antoine)	Épreuve réciproque (L')	2	106		106	Bouret	f	f	f	f		f		""	""		""	""	""	142	217
1777-07-26	Belloy (Pierre Laurent de)	Gabrielle de Vergy	1	107		107	Bouret	f	f	t	t	4	f		""	""		""	""	""	142	219
1777-07-26	Fagan (Barthélemy-Christophe)	Pupille (La)	2	107		107	Bouret	f	f	f	f		f		""	""		""	""	""	142	219
1777-07-27	Cailhava de L'Estandoux (Jean-François)	Tuteur dupé (Le) ou La Maison à deux portes	1	108		108	Bouret	f	f	f	f		f		""	""		""	""	""	142	221
1777-07-27	Chamfort (Sébastien-Roch-Nicolas de)	Marchand de Smyrne (Le)	2	108		108	Bouret	f	f	f	f		f		""	""		""	""	""	142	221
1777-07-28	Voltaire (François-Marie Arouet dit)	Café ou l'Écossaise (Le) ou L'Écossaire ou le Café	1	109		109	Bouret	f	f	f	f		f		""	""		""	""	""	142	224
1777-07-28	Barthe (Nicolas-Thomas)	Fausses infidélités (Les)	2	109		109	Bouret	f	f	f	f		f		""	""		""	""	""	142	224
1777-07-29	Destouches (Philippe Néricault dit)	Dissipateur ou l'Honnête friponne (Le)	1	110		110	Bouret	f	f	f	f		f		""	""		""	""	""	142	225
1777-07-29	Du Fresny (Charles)	Esprit de contradiction (L')	2	110		110	Bouret	f	f	f	f		f		""	""		""	""	""	142	225
1777-07-30	Molière (Jean-Baptiste Poquelin dit)	Misanthrope (Le)	1	111		111	Bouret	f	f	f	f		f		""	""		""	""	""	142	227
1777-07-30	Dancourt (Florent Carton dit)	Colin-Maillard	2	111		111	Bouret	f	f	f	f		f		""	""		""	""	""	142	227
1777-07-31	Molière (Jean-Baptiste Poquelin dit)	Amphitryon	1	112		112	Bouret	f	f	f	f		f		""	""		""	""	""	142	229
1777-07-31	Molière (Jean-Baptiste Poquelin dit)	Monsieur de Pourceaugnac	2	112		112	Bouret	f	f	f	f		f		""	""		""	""	""	142	229
1777-08-01	Molière (Jean-Baptiste Poquelin dit) - arrangée et versifiée par Corneille (Thomas)	Festin de Pierre (Le)	1	113		113	Dauberval	f	f	f	f		f		""	""	f	""	""	""	142	231
1777-08-01	Racine (Jean)	Plaideurs (Les)	2	113		113	Dauberval	f	f	f	f		f		""	""	f	""	""	""	142	231
1777-08-02	Saurin (Bernard-Joseph)	Beverlei	1	114		114	Dauberval	f	f	f	f		f		""	""		""	""	""	142	233
1777-08-02	La Motte (Antoine Houdar de)	Magnifique (Le)	2	114		114	Dauberval	f	f	f	f		f		""	""		""	""	""	142	233
1777-08-03	La Noue (Jean-Baptiste Simon Sauvé de La Noue, dit)	Coquette corrigée (La)	1	115		115	Dauberval	f	f	f	f		f		""	""		""	""	""	142	235
1777-08-03	Legrand (Marc-Antoine)	Paniers ou la Vieille précieuse (Les) / Les Poupées (titre alt.)	2	115		115	Dauberval	f	f	f	f		f		""	""		""	""	""	142	235
1777-08-04	Belloy (Pierre Laurent de)	Gabrielle de Vergy	1	116		116	Dauberval	f	f	t	t	5	f		""	""		""	""	""	142	237
1777-08-04	Fagan (Barthélemy-Christophe)	Étourderie (L')	2	116		116	Dauberval	f	f	f	f		f		""	""		""	""	""	142	237
1777-08-05	Destouches (Philippe Néricault dit)	Philosophe marié ou le Mari honteux de l'être (Le)	1	117		117	Dauberval	f	f	f	f		f		""	""		""	""	""	142	239
1777-08-05	Regnard (Jean-François)	Retour imprévu (Le)	2	117		117	Dauberval	f	f	f	f		f		""	""		""	""	""	142	239
1777-08-06	Scarron (Paul)	Don Japhet d'Arménie	1	118		118	Dauberval	f	f	f	f		f		""	""	f	""	""	""	142	242
1777-08-07	Molière (Jean-Baptiste Poquelin dit)	Amphitryon	1	119		119	Dauberval	f	f	f	f		f		""	""		""	""	""	142	243
1777-08-07	Molière (Jean-Baptiste Poquelin dit)	Monsieur de Pourceaugnac	2	119		119	Dauberval	f	f	f	f		f		""	""		""	""	""	142	243
1777-08-08	Regnard (Jean-François)	Ménechmes ou les Jumeaux (Les)	1	120		120	Dauberval	f	f	f	f		f		""	""		""	""	""	142	245
1777-08-08	Dancourt (Florent Carton dit)	Tuteur amoureux (Le) ou Le Tuteur	2	120		120	Dauberval	f	f	f	f		f		""	""		""	""	""	142	245
1777-08-09	Belloy (Pierre Laurent de)	Gabrielle de Vergy	1	121		121	Dauberval	f	f	t	t	6	f		""	""		""	""	""	142	247
1777-08-09	Marivaux (Pierre de)	Legs (Le)	2	121		121	Dauberval	f	f	f	f		f		""	""		""	""	""	142	247
1777-08-10	Molière (Jean-Baptiste Poquelin dit)	Étourdi ou les Contretemps (L')	1	122		122	Dauberval	f	f	f	f		f		""	""		""	""	""	142	249
1777-08-10	Dancourt (Florent Carton dit)	Vendanges de Suresnes (Les)	2	122		122	Dauberval	f	f	f	f		f		""	""		""	""	""	142	249
1777-08-11	Dorat (Claude-Joseph)	Célibataire (Le)	1	123		123	Dauberval	f	f	f	f		f		""	""		""	""	""	142	251
1777-08-11	La Motte (Antoine Houdar de)	Magnifique (Le)	2	123		123	Dauberval	f	f	f	f		f		""	""		""	""	""	142	251
1777-08-12	Piron (Alexis)	Métromanie ou le Poète (La)	1	124		124	Dauberval	f	f	f	f		f		""	""		""	""	""	142	253
1777-08-12	Molière (Jean-Baptiste Poquelin dit)	George Dandin ou le Mari confondu	2	124		124	Dauberval	f	f	f	f		f		""	""		""	""	""	142	253
1777-08-13	Boutet de Monvel (Jacques-Marie)	Amant Bourru (L')	1	125		125	Dauberval	f	f	t	t	1	f		""	""		""	""	""	142	255
1777-08-13	Marivaux (Pierre de)	Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.)	2	125		125	Dauberval	f	f	f	f		f		""	""		""	""	""	142	255
1777-08-14	La Noue (Jean-Baptiste Simon Sauvé de La Noue, dit)	Coquette corrigée (La)	1	126		126	Dauberval	f	f	f	f		f		""	""		""	""	""	142	258
1777-08-14	Molière (Jean-Baptiste Poquelin dit)	George Dandin ou le Mari confondu	2	126		126	Dauberval	f	f	f	f		f		""	""		""	""	""	142	258
1777-08-16	Voltaire (François-Marie Arouet dit)	Nanine ou le Préjugé vaincu	1	127		127	Dauberval	f	f	f	f		f		""	""		""	""	""	142	259
